post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_status,featured_image,post_format,comment_status,ping_status,pinged,post_parent,menu_order,acf_caption,acf_alt_text,acf_description,acf_file_name,acf_title,related_data_providers,related_use_cases,categories,logo,rate,question,title,meta_desc
ByPath,10820.0,"ByPath analyzes big data to provide B2B sales intelligence solutions. Designed by sales people for sales people, ByPath provides all the necessary information businesses need to succeed. In particular, it takes into account the unique characteristics of each company's sales environment.In short, ByPath assists companies at every stage of their sales, lead generation, prospecting and deal closing processes.","ByPath was designed by sales people for sales people to help them through every point in the sales journey, adapting to any company culture",2020-11-17 22:10:27,bypath,datahunters,publish,https://www.data-hunters.com/data_provider/bypath/,,closed,closed,,0.0,0.0,,,,,,"BoldData,Cloudlead",,"B2B Data,B2B Intent Data,B2B Data",,,,ByPath,"ByPath was designed by sales people for sales people to help them through every point in the sales journey, adapting to any company culture"
Caddle,10828.0,"Caddle provides valuable insights for faster consumer traffic via its mobile app. At heart, they understanding how customers think about and purchase products so companies can improve consumer loyalty programs.Customers download the free Caddle app, getting discounts when they purchase products, take surveys, and watch videos. The subsequent consumer insights help companies understand their consumers, market to the right demographics, improve existing products, and drive sales.","Caddle provides discounts on purchases, surveys, and videos watched on its free app. In return, they deliver consumer insights to companies",2020-11-17 22:10:29,caddle,datahunters,publish,https://www.data-hunters.com/data_provider/caddle/,,closed,closed,,0.0,0.0,,,,,,"Skimlinks,IRI Data Cloud,Vumonic,PeerLogix,PreciseTarget",,",Consumer Lifestyle Data",,,,Caddle,"Caddle provides discounts on purchases, surveys, and videos watched on its free app. In return, they deliver consumer insights to companies"
CafeMedia,10832.0,"CafeMedia provides the tech and services to help publishers connect with quality advertisers. They work with both small and enterprise pubilshers.In fact, CafeMedia was the first company to provide header bidding and publisher-to-DSP connections.",Cafemedia drives traffic to both small and enterprise publishers with industry-leading advertising management services and data,2020-11-17 22:10:31,cafemedia,datahunters,publish,https://www.data-hunters.com/data_provider/cafemedia/,,closed,closed,,0.0,0.0,,,,,,"adsquare Data Alliance,Eyeota,PushSpring,33Across,Schober,Mobilewalla,Skimlinks,ASKfm",,Economic Data,,,,CafeMedia,Cafemedia drives traffic to both small and enterprise publishers with industry-leading advertising management services and data
Calcbench,10836.0,"Calcbench is a financial data website created for outperformance. Using Calcbench, financial analysts can rapidly and systematically obtain all the financial statements data, including the details hidden or hard to find information. Calcbench is the next-generation financial data website for delivering their data to data-intensive analysts and investors.","Calcbench is a data provider from the US, it provides financial data for investors and data analysts to use.",2020-11-17 22:10:33,calcbench,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/calcbench-logo.jpg,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,xignite,Quandl",,Stock & Market Data,,,,Calcbench,"Calcbench is a data provider from the US, it provides financial data for investors and data analysts to use."
Cambridge Financial Information Services,10840.0,"Cambridge Financial Information Services creates precise, timely, and affordable financial data services to OTC market participants. Privately owned and working primarily through redistribution partnerships, Cambridge syncs content around the world.","Cambridge Financial Information Services creates precise, timely, and affordable financial data services to OTC market participants. Privately owned and working primarily through redistribution partnerships, Cambridge syncs content around the world.",2020-11-17 22:10:34,cambridge-financial-information-services,datahunters,publish,https://www.data-hunters.com/data_provider/cambridge-financial-information-services/,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,xignite,Quandl",,Stock & Market Data,,,,Cambridge Financial Information Services,Cambridge Financial Information Services provides financial information services to OTC markets. Discuss their data services here
Camerdata,10843.0,"Camerdata is the largest and most trustworthy Spanish company database. It offers data on Spanish companies, their rankings within industries and regions, and more. It even provides international company data, research, and personalized products. In addition, they offer data qualification and exportation services, which they can also tailor to client request.",Camerdata is one of the largest providers of company & industry data for Spain. They also offer data management and personalized services,2020-11-17 22:10:50,camerdata,datahunters,publish,https://www.data-hunters.com/data_provider/camerdata/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BoldData,Stirista,Thomson Data",,"Company Data,B2B Data",,,,Camerdata,Camerdata is one of the largest providers of company & industry data for Spain. They also offer data management and personalized services
Capella Space,10847.0,"Capella space is an information service company provider. Using its high-resolution Synthetic Aperture Radar (SAR) Earth observation imagery, they can provide real time data about the Earth. Through many small satellites, Capella provides easy access to frequent, timely and flexible data that affects so many industries around the globe. Capella's high-resolution SAR satellites (product) deliver great global insights that help shape our understanding of planet Earth.","Capella space is a data provider from the US, it provides reliable satellite information detect, study, and prevent negative outcomes based on changes detected on Earth.",2020-11-17 22:10:52,capella-space,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/1000,,closed,closed,,0.0,0.0,,,,,,"Orbital Insight,ICEYE,Geocento,Geospatial Insight",,"Satellite Data,Economic Data",,,,Capella Space,"Capella space is a data provider from the US, it provides reliable satellite information detect, study, and prevent negative outcomes based on changes detected on Earth."
Capital Intelligence Ratings Ci Ratings,10851.0,"Capital intelligence ratings (CI Ratings) is a credit analysis and ratings provider. As of today, they easily rate over 300 banks, corporates, financial instruments (bonds, etc.) and sovereigns in 28 countries. As a specialist in emerging markets, CI Ratings coverage geographically the following: the Middle East, the wider Mediterranean region, Central and Eastern Europe, South Asia, South-East Asia, the Far East, and North Africa.","Capital intelligence ratings ci ratings is a data provider from EU, it provides rating reports and credit analysis for many financial industries with 28 countries covered.",2020-11-17 22:10:55,capital-intelligence-ratings-ci-ratings,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/ICstYOl404I0wdMUmK1667S56gKqaz3zuFBAQs17KZc9x-LTPM40F5KVv1fI_wZ8M9lxOzVcR-oVWGYH4dqwvFMXd-ekvDeIEIM50e9V7sVpI6e_qiL_ypK8OSbbBvm_ZZH7ZssJ_JjL70ZOrkcCquY,,closed,closed,,0.0,0.0,,,,,,AmeriBase,,"Marketing Attribution Data,Business Credit Rating Data,Retail & Commerce Data",,,,Capital Intelligence Ratings Ci Ratings,"Capital intelligence ratings ci ratings is a data provider from EU, it provides rating reports and credit analysis for many financial industries with 28 countries covered."
Capital Standards,10855.0,"Capital Standards is the best and only independent rating agency in Kuwait. Capital standard is well-equipped to provide a wide range of credit rating services in the MENA region. They deliver of course independent and practical solutions with the use of standardized quantitative and qualitative analyses. On top of providing rating services, they also offer consulting and research services.",Capital Standards provides a full range of credit rating services to help individuals make informed business and investment decisions,2020-11-17 22:10:56,capital-standards-rating,datahunters,publish,https://www.data-hunters.com/data_provider/capital-standards-rating/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Capital Standards,Capital Standards provides a full range of credit rating services to help individuals make informed business and investment decisions
Capitaline,10859.0,"Capitaline is a corporate database covering over 35K listed/unlisted Indian companies. From desktops to Internet and Intranet websites, they can deliver high quality market data and financial data available related to trading on the Indian stock markets.","Capitaline is a data provider from India, it provides market and information data to help people make financial decisions.",2020-11-17 22:10:58,capitaline,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/imagesqtbnANd9GcQo5dqrQvC9wJFqYsKqqjv9rG0ZyJ6stF7CJQusqpCAU,,closed,closed,,0.0,0.0,,,,,,"FACTSET,CogniSent,Accern,Yewno,Wolfe Research,RepRisk",,"Stock & Market Data,",,,,Capitaline,Capitaline is a corporate database that delivers high quality market data and financial data related to trading on the Indian stock markets.
Cardlytics,10863.0,"Cardlytis an advertising platform having to do in banks' digital channels. They are partnered with financial institutions to run banking rewards programs that promote customer loyalty and deep bank relationships. They can safely and with integrity tell you where and when consumers are spending money. They use their data or insights to help marketers do their work efficiently, as well as measuring true sales on marketing campaigns. They have over 157M bank customers on the platform helping these brands drive incremental sales and grow market share.","Cardlytics is a data provider from the US, it provides customer data to help marketers and banks understand how people buy.",2020-11-17 22:10:58,cardlytics,datahunters,publish,https://www.data-hunters.com/data_provider/cardlytics/,,closed,closed,,0.0,0.0,,,,,,"QueXopa,Nowcast,Epsilon,Amex Advance",,"Demographic Data,Retail & Commerce Data,Economic Data",,,,Cardlytics,"Cardlytics is a data provider from the US, it provides customer data to help marketers and banks understand how people buy."
CARE Credit Analysis Research,10867.0,"CARE Credit Analysis Research proudly belongs in the Indian capital market constructed around investors. They emerged as a credit rating agency for the manufacturing, infrastructure, financial sector, non-financial services, and other industries. CARE also provides a huge spectrum of credit rating that helps corporations raise capital, helps investors make informed decisions, and more.","CARE Credit Analysis Research provides credit rating data on a wide variety of industries, from manufacturing to non-financial services",2020-11-17 22:10:59,care-credit-analysis-research,datahunters,publish,https://www.data-hunters.com/data_provider/care-credit-analysis-research/,,closed,closed,,0.0,0.0,,,,,,"CreditRiskMonitor,Chengxin International Credit Rating,CrediWeb,Creditsafe,VietnamCredit",,"Firmographic Data,Business Credit Rating Data,Company Data,Economic Data",,,,CARE Credit Analysis Research,"CARE Credit Analysis Research provides credit rating data on a wide variety of industries, from manufacturing to non-financial services"
Careerbuilder,10871.0,"CareerBuilder is a the worlds end-to-end human capital solutions. The comoany is focused primarily on helping employers find, employ and control great talent abroad. Combining things like advertisement, software and their services, CareerBuilder leads recruiting solutions, employment screening and human capital management. CareerBuilder currently operates in the United States, Canada, Europe and Asia.","Careerbuilder is a data provider from the US, it provides recruitment data to employers and for people to find jobs.",2020-11-17 22:11:00,careerbuilder,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/100-1.,,closed,closed,,0.0,0.0,,,,,,"AnalyticsIQ,Emolument,ENGAGE Research,ExtractAlpha",,Employment Data,,,,Careerbuilder,"Careerbuilder is a data provider from the US, it provides recruitment data to employers and for people to find jobs."
Caretta,10875.0,"The Caretta private investment firm has built a reputation over the past thirty years for simplicity, flexibility, and creativity. Nowadays, they turn their attention to supporting the new generation of businesses. In addition to buying and building companies, they offer investment support and growth counseling for small and medium-sized companies.",Caretta private investment firm offers investment support and other assistance to up-and-coming small and medium-sized companies,2020-11-17 22:11:01,caretta,datahunters,publish,https://www.data-hunters.com/data_provider/caretta/,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,Brain Company,280first",,"Stock & Market Data,Economic Data",,,,Caretta,Caretta private investment firm offers investment support and other assistance to up-and-coming small and medium-sized companies
CargoMetrics,10879.0,"CargoMetrics serves maritime experts, software engineers, data scientists, and others around the world. They reflect a business with data-driven decision making that can benefit users immensely.With a combination of cloud computing and satellite data, they track international freight trade, crude oil data, and maritime patents.","CargoMetrics serves maritime experts, software engineers, data scientists, and others with international trade, crude oil, and patents data",2020-11-17 22:11:03,cargometrics,datahunters,publish,https://www.data-hunters.com/data_provider/cargometrics/,,closed,closed,,0.0,0.0,,,,,,"ClipperData,Windward,VT Explorer,AIShub,FleetMon,vesseltracker.com",,Economic Data,,,,CargoMetrics,"CargoMetrics serves maritime experts, software engineers, data scientists, and others with international trade, crude oil, and patents data"
Caribbean Information Credit Rating Services,10883.0,Caribbean information and credit rating services (CariCRIS) is a caribbean credit rating leader just as the name describes. Your business or company can expect to increase deals within the caribbean capital market. They also provide trusted analyses and opinions to help investors make wise financial decisions.,"Caribbean is a data provider from the caribbean, it provides caribbean credit rating informatoin for borrowers and investors.",2020-11-17 22:11:04,caribbean-information-credit-rating-services,datahunters,publish,https://www.data-hunters.com/data_provider/caribbean-information-credit-rating-services/,,closed,closed,,0.0,0.0,,,,,,"CreditRiskMonitor,Chengxin International Credit Rating,CrediWeb,Creditsafe,VietnamCredit",,"Firmographic Data,Business Credit Rating Data,Company Data,Economic Data",,,,Caribbean Information Credit Rating Services,"Caribbean is a data provider from the caribbean, it provides caribbean credit rating informatoin for borrowers and investors."
Cartegie,10887.0,"Cartegie provides data marketing and data management. With over 30 years of experience, they enable companies to excel in customer engagement and brand strategy.",Cartegie provides data marketing and data management that enables companies to excel in customer engagement and brand strategy,2020-11-17 22:11:06,cartegie,datahunters,publish,https://www.data-hunters.com/data_provider/cartegie/,,closed,closed,,0.0,0.0,,,,,,"Acxiom,Blue Mail Media,Prospecthunter,Plunge Digital,Vertical Mass,Webbula",,"B2B Data,,B2B Data",,,,Cartegie,Cartegie provides data marketing and data management that enables companies to excel in customer engagement and brand strategy
Carto,10891.0,"Carto is the world’s location intelligence website, allowing organizations or their users to use spatial data and analysis to delivery routes more efficiently, great behavioral marketing, strategic store placements, and so much more. Data scientists, developers and analysts, for example, use this platform to optimize their business and predict future outcomes through their service/product.","Carto is a data provider from the US, it provides location data and analysis targeting data scientists, developers and analysts to optimizes every aspect of their business for marketing and decision-making purposes.",2020-11-17 22:11:07,carto,datahunters,publish,https://www.data-hunters.com/data_provider/carto/,,closed,closed,,0.0,0.0,,,,,,"Factual,Quadrant,Reveal Mobile,inmarket",,"Location Data,Map Data,Satellite Data",,,,Carto,"Carto is a data provider from the US, it provides location data and analysis targeting data scientists, developers and analysts to optimizes every aspect of their business for marketing and decision-making purposes."
Catalist,10895.0,"Catalist provides data and data related services particularly to progressive organizations to help them identify, comprehend, and communicate with the people they need to persuade and mobilize with political data.","Catalist is a data provider from the US, it provides political data for Democrats, progressives, or civic engagement purposes only.",2020-11-17 22:11:08,catalist,datahunters,publish,https://www.data-hunters.com/data_provider/catalist/,,closed,closed,,0.0,0.0,,,,,,"Adstra,i360,IQM Corporation,Blue Mail Media,Thomson Data",,Political Poll Data,,,,Catalist,"Catalist is a data provider from the US, it provides political data for Democrats, progressives, or civic engagement purposes only."
CB Insights,10899.0,"CB Insights brings machine learning, algorithms, data and visualizations together to help large enterprises answers all difficult questions regards to growth, competition, markets and technologies of the future of the global economy,","CB Insights is an intelligence data provider from the US, it provides a wide range of intelligence data services to large enterprises.",2020-11-17 22:11:13,cb-insights,datahunters,publish,https://www.data-hunters.com/data_provider/cb-insights/,,closed,closed,,0.0,0.0,,,,,,"Tracxn,Preqin,Crunchbase,Owler,DueDil,PrivCo,Uzabase",,"Stock & Market Data,,Company Data,Company Data",,,,CB Insights,"CB Insights is an intelligence data provider from the US, it provides a wide range of intelligence data services to large enterprises."
Cbonds,10903.0,"Cbonds is a data vendor that plays a role in the global bond market. They cover information for more than 200 countries including more than 250 thousand bonds. For each market, they provide descriptive bond data, valuation, documentation, ratings, market research, company's financial statements, and so much more.","Cbonds is a data provider from Russia, it provides financial bond information to investor around the globe.",2020-11-17 22:11:14,cbonds,datahunters,publish,https://www.data-hunters.com/data_provider/cbonds/,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,Refinitiv,Intrinio,dxFeed",",,,Portfolio Management,Hedge Fund Management,,Portfolio Management,Supplier Risk","Stock & Market Data,Economic Data,Stock & Market Data,,,,Stock & Market Data,,Economic Data,Stock & Market Data",,,,Cbonds,"Cbonds is a data provider from Russia, it provides financial bond information to investor around the globe."
CBRE,10907.0,"Cbre is the one of the world’s commercial real estate service and investment firm. The company has reached over 80,000 employees, not including affiliates, serving real estate investors and occupiers. The company shares local market insight, broad services, one of a kind expertise and technology tools and resources.","Cbre is a data provider from the US, it provides financial data and suppport to real estate investors and occupies.",2020-11-17 22:11:15,cbre,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/1127355681150292730_1127355681150292730,,closed,closed,,0.0,0.0,,,,,,"adsquare Data Alliance,Lotame,Oracle Datalogix,LiveRamp,Acxiom,Eyeota,Factual",,,,,,CBRE,"Cbre is a data provider from the US, it provides financial data and suppport to real estate investors and occupies."
Cedro Technologies,10911.0,"Cedro is a solution providing consulting, technology services (ITO and BPO) and software to different market industries. They create and innovate the world to transform the world through people and technology.","Cedro tech is a solution provider from Brazil, it provides software and guidance to financial markets and many other market around the world.",2020-11-17 22:11:15,cedro-technologies,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/imagesqtbnANd9GcSI6DwUEwfHPB6mR1Gkgj7YkLNlAdHro0yZgwusqpCAU,,closed,closed,,0.0,0.0,,,,,,,,,,,,Cedro Technologies,"Cedro tech is a solution provider from Brazil, it provides software and guidance to financial markets and many other market around the world."
Ceic Data,10915.0,"CEIC Data provides expansive data on developed and developing economies around the world. Clients include economists and investors, from both the corporate and the academic worlds.","CEIC Data provides expansive data on developed and developing economies around the world. Clients include economists and investors, from both the corporate and the academic worlds.",2020-11-17 22:11:16,ceic-data,datahunters,publish,https://www.data-hunters.com/data_provider/ceic-data/,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,Quandl,Refinitiv,FACTSET",,"Stock & Market Data,Economic Data,Economic Data",,,,Ceic Data,"Ceic data provides macroeconomic data on countries all over the world for investors, analysts, academics, and more."
CentralAmericaData,10919.0,"CentralAmericaData compiles, validates, and analyzes B2B market data for Central American countries. Clients use their local expertise to make more effective business decisions. Additional services include merchant studies, government monitoring, and media and geomarketing solutions.","CentralAmericaData provides industry-specific B2B data, research, and data management and validation services and other business solutions",2020-11-17 22:11:17,centralamericadata,datahunters,publish,https://www.data-hunters.com/data_provider/centralamericadata/,,closed,closed,,0.0,0.0,,,,,,"SafeGraph,Stirista,Blue Mail Media,BoldData","Hedge Fund Management,,,,,,Competitor Analysis,Competitor Analysis,,,Trend Forecasting,,,,Product Performance Forecasting,,,Portfolio Management,,,,,Targeted Marketing,,Targeted Marketing,,,,,,,,,,Portfolio Management,Pricing Optimization,,,Geospatial Effort Prioritization/Store Location Planning,Product Performance Forecasting,,Promotion Planning,Online and Social Media Performance Tracking,Online and Social Media Performance Tracking,,Smart Cities","Demographic Data,Location Data,Individual Data,Automotive Industry Data,Business Registry Data,Construction Industry Data,Social Data,Foot Traffic Data,Company Data,Tourism Data,Location Data,Retail & Commerce Data,Web Data,Online/Mobile Data,Industry-Specific Data,Company Data,Retail & Commerce Data,Economic Data,Location Data,Individual Data,,Consumer Lifestyle Data,,,,SEO & Web Advertising Data,,Demographic Data,,Automotive Industry Data,Tourism Data,GPS Data,,Retail & Commerce Data,Trade Data,Retail & Commerce Data,Location Data,Foot Traffic Data,B2B Data,Online/Mobile Data,Real Estate Data,Individual Data,Individual Data,Individual Data,Foot Traffic Data,Business Registry Data,Industry-Specific Data",,,,CentralAmericaData,"CentralAmericaData provides industry-specific B2B data, research, and data management and validation services and other business solutions"
Cerved Group,10923.0,"Cerved group's data enables them to provide high services, from credit risk analysis to marketing solutions in order to manage non-performing loans and bad debt. Cerved happens to be the largest information provider in Italy, as well as the main rating agencies across Europe.","Cerved group is a data provider from Italy, it provides information on businesses and credit rating information to a range of businesses and financial institutions.",2020-11-17 22:11:21,cerved-group,datahunters,publish,https://www.data-hunters.com/data_provider/cerved-group/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BoldData,Stirista,DueDil",,"Firmographic Data,Company Data",,,,Cerved Group,"Cerved group is a data provider from Italy, it provides information on businesses and credit rating information to a range of businesses and financial institutions."
Cglytics,10927.0,"CGLytics is a Amsterdam's largest corporate governance data analytics provider that operated in the US and other places. They provide a large scale of data set in the market powered by the most intuitive tools and analytics for analyzing public companies governance practices. In other words, they are the world’s leading governance intelligence providerl; they provide powerful data-driven solutions to board members and institutional investors, for the purpose of better engagement and informed decision-making.","Cglytics is a data provider from Amsterdam, it provides information and assistance for better governance decisions to members subcribed and instituional investors.",2020-11-17 22:11:21,cglytics,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/0e2159024400vbetatC_Jp80BEgEWO9zDVzLWf7h3gqm4SEEgNkUnKy0xXUkE,,closed,closed,,0.0,0.0,,,,,,RepRisk,,"Firmographic Data,Business Registry Data,Environmental Data",,,,Cglytics,"Cglytics is a data provider from Amsterdam, it provides information and assistance for better governance decisions to members subcribed and instituional investors."
Change Creator,10931.0,"Change creator is a brand developed with the purpose to inspire and empower people make a difference and become a responsible and successful entrepreneurs. They also have a to digital magazine app, podcast and other resources designed to provide great inspiration and guidance for any person who is ready to take their business to the next level. It is a company that focuses on escalating an idea into a profitable business and make meaningful social change or growth.","Change creator is a data provider from the US, it provides a program that coaches and supports future entrepreneurs build a profitable business.",2020-11-17 22:11:22,change-creator,datahunters,publish,https://www.data-hunters.com/data_provider/change-creator/,,closed,closed,,0.0,0.0,,,,,,"True Influence,IT Central Station,Crozdesk,FullContact",,B2B Intent Data,,,,Change Creator,"Change creator is a data provider from the US, it provides a program that coaches and supports future entrepreneurs build a profitable business."
ChargePoint,10935.0,Chargepoint focuses strongly on building the best electric vehicles (EV) for everyone inspired and interested in making a shift to electric. Chargepoint is the only network with an integrated portfolio of services and technology to deliver the smoothest possible experience for all businesses and drivers.,"Chargepoint is a data provider from the US, it provides a large scale of technology and solutions to any business and driver companies involved in EV.",2020-11-17 22:11:24,chargepoint,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/1-4.,,closed,closed,,0.0,0.0,,,,,,,,,,,,ChargePoint,"Chargepoint is a data provider from the US, it provides a large scale of technology and solutions to any business and driver companies involved in EV."
CharityCAN,10939.0,"Charitycan is Canada's number one prospect research, identifying donors, and relationship mapping platform. The datasets Charitycan provides are carefully chosen to give to users the ability to search useful, meaningful, and accurate information about charities, people, and companies. If you are looking to boos your fundraising, then Charitycan's prospect research software and donor screening is the way to go.","Charitycan is data provider from Canada, it provides information and tools to charitable organization to excel during their fundraising journey.",2020-11-17 22:11:29,charitycan,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/0e2159024400vbetatZjhkGZvYeUDGix8kOLTGEStYey6CgNyLK8aLpTOPaHQ,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BoldData,Stirista,Implisense",,Company Data,,,,CharityCAN,"Charitycan is data provider from Canada, it provides information and tools to charitable organization to excel during their fundraising journey."
Chengxin International Credit Rating,10943.0,Chengxin International Credit Rating is a leading credit-rating agency. It provides first-class credit rating services to Chinese and international companies supplying debts around the globe.,Chengxin International Credit Rating provides credit rating data on both Chinese and international companies operating in China,2020-11-17 22:11:29,chengxin-international-credit-rating,datahunters,publish,https://www.data-hunters.com/data_provider/chengxin-international-credit-rating/,,closed,closed,,0.0,0.0,,,,,,"CreditRiskMonitor,Dagong Global Credit Rating,CrediWeb",,"Firmographic Data,Business Credit Rating Data,Company Data,Economic Data,Economic Data",,,,Chengxin International Credit Rating,Chengxin International Credit Rating provides credit rating data on both Chinese and international companies operating in China
Chinascope,10947.0,"Chinascope is a nonprofit media research platform and website that provides Chinese media translations and analyses. The organization aims to provide fact-based data for everyone from business leaders to policy makers.In addition to official PRC news and social trends data, Chinascope provides detailed reports and expert perspectives.Some topics that the platform studies include politics, economics, US-China Relations, defense, technology, and social stability.",Data Provider,2020-11-17 22:11:32,chinascope,datahunters,publish,https://www.data-hunters.com/data_provider/chinascope/,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,xignite,Quandl,Refinitiv,Brain Company,FACTSET",,"Stock & Market Data,Economic Data",,,,Chinascope,"Chinascope provides Chinese document translation and online data analyses to businesses, academics, policy makers, and more"
CBI Information Inc,10951.0,CBI Information Inc is a private owned company serving industries that are obsessed or need cybersecurity and wish to make the world a safer place.,CBI Information Inc is a data and safety provider from the US. it provides cybersecurity to a broad sector of industries.,2020-11-17 22:11:32,cbi-information-inc,datahunters,publish,https://www.data-hunters.com/data_provider/cbi-information-inc/,,closed,closed,,0.0,0.0,,,,,,,,,,,,CBI Information Inc,CBI Information Inc is a data and safety provider from the US. It provides cybersecurity to a broad sector of industries.
Cience,10952.0,Cience empowers to quickly solve problems and sales-driven results for their clients. They work wiith the best brands all the way to startup companies.,"Cience is a data provider from the US, Brazil, Phillipines, Mexico, and Ukraine, it provides a B2B lead information to a wide range of busineses and companies.",2020-11-17 22:11:33,cience,datahunters,publish,https://www.data-hunters.com/data_provider/cience/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,DataCaptive",,B2B Data,,,,Cience,"Cience is a data provider from the US, Brazil, Phillipines, Mexico, and Ukraine, it provides a B2B lead information to a wide range of busineses and companies."
Cinarra,10956.0,"Cinarra is a worldwide company with locations in the U.S., Japan, and Russia, with the passion of delivering value for their mobile network operator and marketer partners. They are also considered a data that targets, analyzes and adjusts personas to bring in revenue and results for brands and carriers.","Cinarra is a data provider from the US, it provides a secure platform to businesses to help them operate marketing and implement them into their business.",2020-11-17 22:11:34,cinarra-2,datahunters,publish,https://www.data-hunters.com/data_provider/cinarra-2/,,closed,closed,,0.0,0.0,,,,,,"Zumigo,Quadrant,Reveal Mobile,inmarket",,"Location Data,",,,,Cinarra,"Cinarra is a data provider from the US, it provides a secure platform to businesses to help them operate marketing and implement them into their business."
CircleBack Contact Cloud,10960.0,"At CircleBack, is a technology company that organizes the world’s contacts, simplify how professionals can stay connected. Their solutions can guarantee that you are connected to the people you need so you can complete your tasks.","Circleback is a data provider from the US, it provides contact management tools for investors and any business.",2020-11-17 22:11:35,circleback-contact-cloud,datahunters,publish,https://www.data-hunters.com/data_provider/circleback-contact-cloud/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,BoldData,Stirista,AmeriBase",,B2B Data,,,,CircleBack Contact Cloud,"Circleback is a data provider from the US, it provides contact management tools for investors and any business."
Cirrantic,10964.0,Cirrantic delivers E-Mobility technology and information services. They do the utmost to connect EV (electric vehicle) drivers with EV infrastructure and services.,Cirrantic delivers E-Mobility technology and information services. They do the utmost to connect EV (electric vehicle) drivers with EV infrastructure and services.,2020-11-17 22:11:36,cirrantic,datahunters,publish,https://www.data-hunters.com/data_provider/cirrantic/,,closed,closed,,0.0,0.0,,,,,,Blue Mail Media,,Automotive Industry Data,,,,Cirrantic,Cirrantic is an electric data provider from Germany. It provides E-mobility information to help shift the world into an electric world.
Cision,10968.0,"Cision runs all aspects of your media communication needs of your business or company, and it does so by helping you reach out, target and engage your audience the way you want in order to grow your business.","Cision is a data provider from the US, it provides media tools to help media and influencers reach and target their audience in their own way.",2020-11-17 22:11:38,cision,datahunters,publish,https://www.data-hunters.com/data_provider/cision/,,closed,closed,,0.0,0.0,,,,,,"AnalyticsIQ,Connexity,PushSpring,Gimbal,Grapeshot,Profound Networks,AudienceProject",,"Demographic Data,Economic Data,Marketing Attribution Data,Consumer Lifestyle Data",,,,Cision,"Cision is a data provider from the US, it provides media tools to help media and influencers reach and target their audience in their own way."
Civic Science,10972.0,Civic science is a reseach survey solution developed as a new way to connect real-time opinions of those consumers being surveyed straight to the decision makers who need that information to undstand consumers.,"Civic science is a gathering data provider from the US, it provides research data to decision makers.",2020-11-17 22:11:38,civic-science,datahunters,publish,https://www.data-hunters.com/wp-content/uploads/2020/11/0b7064b42d5f84a2a481cba872c871d2.jpg,,closed,closed,,0.0,0.0,,,,,,"Eilers & Krejcik Gaming,IBOPE Inteligência,Pinsight",,,,,,Civic Science,"Civic science is a gathering data provider from the US, it provides research data to decision makers."
Clara,10976.0,Clara analytics is a commercial insurance market scoring engine that helps people find doctors and attorney for solutions to their claims whiledramatically reducing claims costs. They thrive for positive claims outcomes within the commercial nsurance by using an easy-to-use AI.,"Clara analytics is a data provider from the US, it provides claim providers and litigation to help people find the people to handle their case.",2020-11-17 22:11:39,clara,datahunters,publish,https://www.data-hunters.com/data_provider/clara/,,closed,closed,,0.0,0.0,,,,,,"InfoClutch,AdDaptive Intelligence,Database Consultants Australia",,"B2B Data,Firmographic Data,Technographics Data,B2B Intent Data,Company Data,B2B Data,B2B Marketing Fit Data",,,,Clara,"Clara analytics is a data provider from the US, it provides claim providers and litigation to help people find the people to handle their case."
Claritas,10980.0,"Claritas provides unique data and identity graphs. They help companies understand their customers and how to reach out to them. In fact, they provide the means for companies to improve their marketing campaigns while they run.","Claritas helps companies understand their customers and how to reach out to them, even helping improve active marketing campaigns",2020-11-17 22:11:45,claritas,datahunters,publish,https://www.data-hunters.com/data_provider/claritas/,,closed,closed,,0.0,0.0,,,,,,"Adstra,Infutor Data Solutions,LiveRamp,Zeotap",,"Demographic Data,Economic Data,Identity Data,,Online/Mobile Data,Consumer Lifestyle Data",,,,Claritas,"Claritas helps companies understand their customers and how to reach out to them, even helping improve active marketing campaigns"
