,post_title,use_case,data_category,related_data_sets,data_provider
2182,QueXopa E-Commerce Data (Emerging Markets),",Algo-Trading,Targeted Marketing","C2C E-Commerce Data,Individual Data,Consumer Lifestyle Data,Retail & Commerce Data,","Granular E-receipt data for Food-Delivery/Ride-Sharing Sector in emerging markets        by Measurable AI      ,QueXopa Email Receipt Data (Brazil, UK, Spain, France & Germany) - SKU/Product Level Data on Brazil's Top E-Commerce Companies        by QueXopa      ,Chain of Demand: Detailed e-commerce product data (US, EU, UAE and Asia markets)        by Chain of Demand      ,Photon Commerce - Amazon & eCommerce Purchase History Panel Data        by Photon Commerce      ",QueXopa
2183,"QueXopa Email Receipt Data (Brazil, UK, Spain, France & Germany) - SKU/Product Level Data on Brazil's Top E-Commerce Companies",,,,QueXopa
2184,"QueXopa Mobile Location Data .SDK (LATAM) - Custom Location Data Feed Based on Frequency, History, Delivery Latency, Region","Hedge Fund Management,Portfolio Management,Trend Forecasting,","C2C E-Commerce Data,Email Data,Retail & Commerce Data","Physical Receipt SKU. Level Data - France, Belgium and Spain        by QueXopa      ,List of 20M companies in Brazil        by BoldData      ,Product Reviews by Traject Data: Ecommerce Reviews for US, UK, Japan, France, Germany, Canada, Australia        by Traject Data      ,22.2 Million Companies in Brazil ( Full Coverage)        by Techsalerator      ",QueXopa
2185,QueXopa On-Demand Data,,,,QueXopa
2186,QuickCompany Company,,"Firmographic Data,Company Data",,QuickCompany
2187,QuickCompany Legal,,,,QuickCompany
2188,QuickCompany Trademarks,,,,QuickCompany
2189,QuinStreet CloudControlMedia,,,,QuinStreet
2190,QuinStreet Customer Acquisition,,,,QuinStreet
2191,QuinStreet Rating Platform (QRP),,,,QuinStreet
2192,Quintelligence Deep Information Extraction,,,,
2193,Quintelligence Project Intelligence,,,,
2194,Quintelligence Public Health Intelligence,,,,
2195,Quintelligence Real-Time Recommendation,,,,
2196,Quintelligence Web-Audience Analysis,,,,Quintelligence
2197,QUODD Financial Market Data & Analytics,,,,QUODD Financial Information Services
2198,QuoteMedia Data Feeds and APIs,,,,
2199,QuoteMedia Market Data Coverage,,,,QuoteMedia
2200,"QuoteMedia Mutual Funds, ETFs, UITs and REITs",,"Stock & Market Data,App Data","EDI Reference Data Mutual Funds USA (28k Mutual Funds covered)         by Exchange Data International      ,Realtime and Historical Global ETF data and Mutual Funds prices        by Finage      ,Real Estate Funds: Properties’ Details Data | Worldwide Funds & REITS Data | Datacie Real Estate        by Datacie      ,US Mutual Fund and Closed-End Fund Data        by Cannon Valley Research      ",QuoteMedia
2201,QuoteMedia Web Content Solutions,,,,
2202,Quotient Data & Analytics,,,,Quotient
2203,RAEX-Europe Compliance,,,,
2204,RAEX-Europe Credit Ratings,,,,RAEX-Europe
2205,RAEX-Europe ESG,,,,
2206,Rakuten Intelligence Data,,,,Rakuten Intelligence
2207,Rakuten Marketing Data,,,,Rakuten Advertising
2208,RallyPoint Business Services,,,,RallyPoint
2209,RAM Group Financial Data,,,,RAM Group (RAM Holdings Berhad)
2210,RAM Group LECA,,,,RAM Group (RAM Holdings Berhad)
2211,RampedUp Data,,,,RampedUp
2212,Random Walk Data,,,,Random Walk
2213,Ranker Data,,,,Ranker
2214,RapidRatings Credit Ratings,,,,RapidRatings
2215,Ratemetrics Data,,,,Ratemetrics
2216,Rating and Investment Information Bond Rating Data Service,,,,
2217,Rating and Investment Information Credit Ratings,,,,"Rating and Investment Information, Inc."
2218,Rating and Investment Information ESG-Related Services,,,,
2219,RavenPack Business Data,,,,
2220,RavenPack Economy Data,,,,
2221,RavenPack Featured Data,,,,RavenPack
2222,RavenPack Finance Data,,,,
2223,RavenPack Politics Data,,,,
2224,RavenPack Society Data,,,,
2225,RavenPack Tech Data,,,,
2226,RE-Analytics Revenue Estimates,,,,RE-Analytics
2227,REACH Identity Verification,,,,REACH
2228,ReachStream B2B Contact Data,,,,ReachStream
2229,ReadyContacts Custom Data,,,,ReadyContacts
2230,Real Capital Analytics Property & Market Data,,,,Real Capital Analytics
2231,"Real Estate Data - Real Estate Agents, Brokers, Investors | 900K+ Verified Real Estate Records",",Account-Based Marketing","Real Estate Investment Data,Real Estate Data","Real Estate Data | Property Data | Real Estate Market Data        by GBSN Research      ,Nationwide Data Provider for Real Estate Investors, Wholesalers and Agents        by Geopoint Data      ,TRAK Data - Full US Real Estate Data - Recent Home Buyers, Home Loan Details, Home Attributes, Real Estate Investors, and Much More.        by TRAK Data      ,Real Estate Funds: Properties’ Details Data | Worldwide Funds & REITS Data | Datacie Real Estate        by Datacie      ",Blue Mail Media
2232,Real Estate IQ Data,,"Firmographic Data,B2B Intent Data,B2B Data",,Real Estate IQ
2233,RealTime Lead Group B2B Lead Optimizer,,,,RealTime Lead Group
2234,RealTime Lead Group Data-analyse,,,,
2235,RealTime Lead Group Email marketing,,,,
2236,RealTime Lead Group Online database,,,,
2237,RealTime Lead Group Tailor-made solutions,,,,
2238,RealTime Lead Group Web Traffic Insight,,,,
2239,RealVol Data,,,,RealVol
2240,REalyse Data Set,,,,REalyse
2241,rearc Data,,,,rearc
2242,Recorded Future Security Intelligence,,,,Recorded Future
2243,Recruiter Hunt Recruit'em,,,,Recruiter Hunt
2244,Red Violet Data Analytics,,,,Red Violet
2245,RedTech Advisors Data,,,,RedTech Advisors
2246,"Reference bond data API, global coverage, 600K issues",,,,Cbonds
2247,Refinaria De Dados Compliance and Fraud,,,,
2248,Refinaria De Dados Pharmaceutical Industry,,,,Refinaria De Dados
2249,Refinitiv Financial Data,,,,Refinitiv
2250,ReklamStore Data Management Platform (DMP),,,,ReklamStore
2251,Relevant Audience Data,,,,Relevant Audience
2252,RelSci Relationship Capital Platform,,,,RelSci
2253,RentFax Rent Radar,,,,
2254,RentFax RISC Index,,,,RentFax
2255,Reonomy Data,,,,Reonomy
2256,RepRisk Datasets,,,,RepRisk
2257,RepRisk ESG Risk Platform,,,,RepRisk
2258,Reputation Data,,,,Reputation
2259,Research & Markets Market Research Store,",Marketing Localization Strategy",",Company Data,B2B Marketing Fit Data,Marketing Attribution Data,Economic Data","Research & Markets: Custom Research        by Research and Markets      ,Data Visualization | Market Research | Custom Business Reports        by Wersel Brand Analytics      ,FACTSET News & Research Data (Global Coverage) - Real-time Market & Financial Intelligence        by FACTSET      ,Airbnb data for research purpose        by Airbtics      ",Research and Markets
2260,Research & Markets: Custom Research,",Supplier Risk",",Energy Data,Legal and IP Data,Healthcare Data,Retail & Commerce Data","Research & Markets: World’s Largest Market Research Store        by Research and Markets      ,Data Visualization | Market Research | Custom Business Reports        by Wersel Brand Analytics      ,Airbnb data for research purpose        by Airbtics      ,ISS ESG Norm-Based Research Data Solution        by ISS ESG      ",Research and Markets
2261,Research & Markets: Subscriptions,,,,Research and Markets
2262,Research & Markets: World's Largest Market Research Store,",Marketing Localization Strategy",",Company Data,B2B Marketing Fit Data,Marketing Attribution Data,Economic Data","Research & Markets: Custom Research        by Research and Markets      ,Data Visualization | Market Research | Custom Business Reports        by Wersel Brand Analytics      ,FACTSET News & Research Data (Global Coverage) - Real-time Market & Financial Intelligence        by FACTSET      ,Airbnb data for research purpose        by Airbtics      ",Research and Markets
2263,"Restaurant Data - Connect With 250K+ Restaurant Owners, Executives, Operations With Ease.",,,,Blue Mail Media
2264,Reveal Mobile VISIT Local,,,,Reveal Mobile
2265,RIM Intelligence Energy Data,,,,RIM Intelligence
2266,RISI Online Incident Database,,,,RISI
2267,RoleIQ by AnalyticsIQ - Employee Data USA - 65M Professionals,,"B2B Data,Employment Data,B2B Marketing Fit Data","MessageIQ by AnalyticsIQ - B2B Marketing Data USA - 65M Professionals        by AnalyticsIQ      ,APAC Leads | Reach the Top Professionals Globally incl. Japan, Singapore -  44 Million Professionals         by APAC Leads      ,Health Services Professionals USA | B2B Data by Every Market Media        by Every Market Media      ,HR Data - Reach HR Decision Makers, HR Professionals With Ease        by Blue Mail Media      ",AnalyticsIQ
2268,S&P Dow Jones Indices,,,,S&P Global
2269,S&P Global Market Intelligence,,,,S&P Global
2270,S&P Global Platts,,,,S&P Global
2271,S&P Global Platts Bunkerworld,,,,
2272,S&P Global Ratings,"Behavioral Targeting,,Pricing Optimization,Promotion Planning","C2C E-Commerce Data,Website Data,Product Review Data","X-Byte | Amazon Product, Pricing and Review Data Global for 25M products         by X-Byte      ,Amazon Customer Reviews & Ratings Data        by Wersel Brand Analytics      ,Product reviews data | eCommerce reviews data| eCommerce reviews and rating data        by GBSN Research      ,eBay Ecommerce Product Ratings & Reviews Data        by Unwrangle      ",S&P Global
2273,S&P Global Sustainable1,,,,S&P Global
2274,"SafeGraph Core Places | US, UK, Canada POI and Business Listing Information",,,,SafeGraph
2275,SafeGraph Data Shop,,,,
2276,"SafeGraph Geometry | US, UK, Canada POI Footprints and Spatial Hierarchy Metadata",,,,SafeGraph
2277,"SafeGraph Neighborhood Patterns - US, Canada | Foot-traffic, Visitor, and Demographic Aggregations for Census Block Groups","Portfolio Management,Geospatial Effort Prioritization/Store Location Planning,","Economic Data,Foot Traffic Data,","SafeGraph Patterns | US, Canada Foot-traffic, Visitor, and Demographic Aggregations        by SafeGraph      ,Market Vue's Green Vue Neighborhoods, 217,000 + USA neighborhoods, green propensity score        by Market Vue Partners      ,SafeGraph Retail Monitoring Data - US, UK, Canada | POI and Business Listing Information and Foot-traffic, Visitor, and Demographic Aggregations        by SafeGraph      ,TovoData U.S. Neighborhood Data        by TovoData      ",SafeGraph
2278,"SafeGraph Patterns | US, Canada Foot-traffic, Visitor, and Demographic Aggregations",,,,SafeGraph
2279,SafeGraph Places,",Geospatial Effort Prioritization/Store Location Planning",Tourism Data,"Geospatial Data: Places Data | USA, UK, CA | Location Data on 11M+ Places        by SafeGraph      ,Reomnify: Point-Of-Interest Places Datasets        by Reomnify      ,Global Places POI. The best Global Points of Interest for your products or services.        by InfobelPro      ,Xtract.io - POI ( Point-of-Interest ) Location data for US, UK, & Canada. 3 million POI locations data        by Xtract      ",SafeGraph
2280,"SafeGraph Retail Monitoring Data - US, UK, Canada | POI and Business Listing Information and Foot-traffic, Visitor, and Demographic Aggregations",",Geospatial Effort Prioritization/Store Location Planning","Business Registry Data,Location Data,Retail & Commerce Data","SafeGraph Patterns | US, Canada Foot-traffic, Visitor, and Demographic Aggregations        by SafeGraph      ,Site Selection Data - USA, UK, Canada | Business Listing Information and Foot-traffic, Visitor, and Demographic Aggregations | Business Location Data        by SafeGraph      ,INRIX Historical Traffic Information (Traffic Data for Europe and North America)        by INRIX      ,US Foot Traffic and Shopper Journey Data        by Olvin      ",SafeGraph
2281,"SafeGraph Site Selection Data - US, UK, Canada | POI and Business Listing Information and Foot-traffic, Visitor, and Demographic Aggregations",,,,SafeGraph
2282,"SafeGraph Visit Attribution Data - US, UK, Canada| POI and Business Listing Information with Building Footprints and Spatial Hierarchy Metadata",,,,SafeGraph
2283,SCAN-Interfax Russia & CIS Largest Online News Archive Dating Back to 1983,"Supplier Risk,",News Data,"EDI US Corporate Bonds (historical data back to 2019)                         by Exchange Data International      ,SPARK-Interfax Solution for Verifying Legal Entities and Individuals in Russia, Ukraine, Kazakhstan, Belarus, Kyrgyzstan, Moldova and Uzbekistan.        by Interfax      ,Burbio - US K-12 Back To School Re-Opening Plans - Virtual, In Person, Hybrid Learning        by Burbio      ,Research & Markets: World’s Largest Market Research Store        by Research and Markets      ",Interfax
2284,Schober – Your Audience,,,,Schober
2285,Schober – Your Campaign,,,,Schober
2286,Schober – Your Database,,,,Schober
2287,Semasio Audience Targeting,,,,Semasio
2288,Semasio Brand Fit Targeting,,,,Semasio
2289,Semasio Contextual Targeting,,,,Semasio
2290,"SIC DATA - SIC Code Mailing List, Reach Decision Makers Filtered By SIC Codes, Global Coverage","Lead Scoring,",,"SIC Code Email List | SIC Codes 01 to 100 by Infotanks Media        by Infotanks Media      ,UK Companies Data, Addresses, Unique Industries, Job Titles, Contact Persons, Emails, SIC Codes        by Bestinfopoint      ,Span Global Services: C-Level B2B Contact Data - Global Executive Email Lists (with Location, SIC Code), Consent-based, Tele-verified        by Span Global Services      ,Blue Mail Media's B2B Decision Makers Data Will Help You Reach Decision Makers Across the Globe        by Blue Mail Media      ",Blue Mail Media
2291,Similarweb Data,,,,Similarweb
2292,Skimlinks Merchant Data,,,,Skimlinks
2293,Skimlinks Publisher Data,,,,
2294,Small Business Contact Data - Helps you reach Small Businesses across the Globe - Thomson Data,"Lead Scoring,Targeted Marketing,",,"CEO Contact Data - Reach CEOs Across the Globe - Thomson Data        by Thomson Data      ,Small Business Contact Data - Reap Higher ROI With Our Small Business Owners Data        by Blue Mail Media      ,Open for Business B2B USA & Canada - 50MM US Contacts, 30MM US Businesses, Decision Makers, Small Business Owners, IT        by LBDigital      ,Company profiles of small businesses        by Soleadify      ",Thomson Data
2295,Small Business Contact Data - Reap Higher ROI With Our Small Business Owners Data,"Lead Scoring,Account-Based Marketing,",,"Small Business Contact Data - Helps you reach Small Businesses across the Globe - Thomson Data        by Thomson Data      ,Open for Business B2B USA & Canada - 50MM US Contacts, 30MM US Businesses, Decision Makers, Small Business Owners, IT        by LBDigital      ,Company profiles of small businesses        by Soleadify      ,US Business Owners, Founders, and Presidents | B2B Contact Data by Every Market Media        by Every Market Media      ",Blue Mail Media
2296,SoftwareSupp Platform,,,,SoftwareSupp
2297,Stirisita B2B Company Data,,,,Stirista
2298,Stirista Aberdeen Fusion B2B Technology Installed Data,"Account-Based Marketing,","Technographics Data,B2B Intent Data,B2B Data,","Tech Install Data / Technology User Intelligence (B2B)        by GiantLeap Interactive      ,B2B Company Technology Stack / Install Base Data Europe, USA, APAC (2 Million accounts) - by Krill Technologies        by Krill Technologies      ,Wappalyzer Technology Installs on Websites - Crawl API - Technographic Data        by Wappalyzer      ,DataCaptive | B2B Contact, Technology and Tech Install Database Worldwide | 53M+ B2B contact information        by DataCaptive      ",stirista
2299,Stirista B2B Contact Data: Digital Audience Segments and Offline File License,"Account-Based Marketing,Targeted Marketing,","B2B Intent Data,B2B Data,B2B Marketing Fit Data","Stirista Consumer Data:  Digital Audiences and Offline File License        by Stirista      ,OnAudience - Audience Data (1,200 ready-made segments)        by OnAudience      ,B2B SOHO & SMB Contact Data License        by Outwardmedia      ,Stirista B2B Company Data: Offline File License        by Stirista      ",stirista
2300,Stirista B2B Social Media Data,"Account-Based Marketing,,Online and Social Media Performance Tracking","B2B Marketing Fit Data,,Website Data,Business Registry Data","X-Byte Social Media Data | Social Media Analytics | Scrape Data from Social Media Websites        by X-Byte      ,Social Media Listening | Consumer Insights | Social Media Data        by GBSN Research      ,Social Media Analytics | Scrape Data from Social Media Websites        by Wersel Brand Analytics      ,LinkedIn - Social Listening Data (Posts) - Social Media Sentiment Data        by Mantheos      ",stirista
2301,Stirista Consumer Data: Digital Audiences and Offline File License,",Online and Social Media Performance Tracking","Demographic Data,Marketing Attribution Data,,Individual Data","Stirista B2B Contact Data:  Digital Audience Segments and Offline File License        by Stirista      ,Stirista B2B Company Data: Offline File License        by Stirista      ,Digitally formatted B2B Audiences        by Outwardmedia      ,ThinkCX | Digital Advertising Audiences for North American Telecoms (200M Devices)        by ThinkCX      ",stirista
2302,Stirista Consumer Demographic and Multicultural Data,",Online and Social Media Performance Tracking,Targeted Marketing","Demographic Data,Individual Data","Demografy's Consumer Demographics Prediction        by Demografy      ,Blue Mail Media's Consumer Demographic Data - Employment Data, Age Data, Gender Data.        by Blue Mail Media      ,DemoIQ by AnalyticsIQ - Consumer Demographic Data USA - 241M Individuals        by AnalyticsIQ      ,BIGDBM USA Consumer, Demographic, Interest Database, Property and Intender FIle        by BIGDBM      ",stirista
2303,Stirista Cultural Marketing Database,,,,Stirista
2304,Stirista Email Append,,,,Stirista
2305,Stirista Higher Education College Student and Gen Z Data,"Online and Social Media Performance Tracking,,Targeted Marketing","Marketing Attribution Data,,Demographic Data,Individual Data,Consumer Lifestyle Data","Education Industry Data - School Data - Reach Out to Educational Institutions, Schools and Colleges With Ease        by Blue Mail Media      ,USA College Student Database - ASL Marketing        by ASL Marketing      ,Stirista B2B Social Media Data        by Stirista      ,Student Loan Debt - Masterfile        by AmeriBase      ",stirista
2306,Stirista Know Your Audience,,,,Stirista
2307,"Stirista Life Event Data: New Movers, New Moms, Newly Engaged, Newlyweds, New Business Owners","Targeted Marketing,,Online and Social Media Performance Tracking","Consumer Lifestyle Data,,Individual Data","Life Event Data for U.S. Consumers - Movers, Newly Engaged, Newly Married, Newly Single, Prenatal, New Baby        by Speedeon Data      ,New Mover Data on U.S. Consumers - Pre-movers, Homeowners At Listing, Homeowners Under Contract, Newly Moved Renters, Newly Moved Homeowners        by Speedeon Data      ,Multimedia Lists - New Mover Data of US consumers  (19.6 million new home owners)        by Multimedia Lists      ,NQN(Nikkei QUICK News) Market News        by QUICK      ",stirista
2308,Stirista Political Data,,,,Stirista
2309,Stirista Powerlytics Fusion: Aggregated Tax Return Data,,,,stirista
2310,Stirista SocialORE,,,,Stirista
2311,Stirista's Instant Intent Data,"Targeted Marketing,,Behavioral Targeting,Online and Social Media Performance Tracking","TV Streaming Rating Data,Tourism Data,,Sports & Entertainment Data,Individual Data","Stirista B2B Social Media Data        by Stirista      ,TowerData Instant Data - Identity Data for USA        by TowerData      ,True Influence Intent Data USA & Canada for Advertising - 7000 intent topics matched to contact intent scores        by True Influence      ,Coresignal B2B Data via Real-Time API / Global / Near-instant Scraping and Delivery of Member & Company Records        by Coresignal      ",stirista
2312,Student Loan Debt - Masterfile,,,,AmeriBase
2313,Student Marketing Data - Reach Out to Students With Our Customizable Student Data,"Account-Based Marketing,",Marketing Attribution Data,"USA College Student Database - ASL Marketing        by ASL Marketing      ,Student Loan Debt - Masterfile        by AmeriBase      ,Stirista Higher Education College Student and Gen Z Data        by Stirista      ,Student Taxonomy - Dexivo - Basic Data Records (First Name, Last Name, Address)        by Dexivo      ",Blue Mail Media
2314,Super Spenders 360 - Pet Vet - Pet Owners,,,,AmeriBase
2315,TC Geomatic Maps,,,,TC Geomatic
2316,TD Ameritrade thinkorswim,,,,TD Ameritrade
2317,Technographic Data - Connect with Decision Makers With Our Technographic Data | Tech Installs | Installed Base | Global Coverage,"Lead Scoring,","Technographics Data,","Technographic Data | InfoClutch - Easily connect with technology users across the globe through technographic data | Tech Install Data        by InfoClutch      ,Wappalyzer Technology Installs on Websites - Crawl API - Technographic Data        by Wappalyzer      ,Technographic Data Complete Tech Stack | Technographics Data + B2B Data + IT Intelligence by Infotanks Media        by Infotanks Media      ,Technographic Data- Connect with technology top executives through technographic data, Worldwide (9 Million verified contacts) - Thomson Data        by Thomson Data      ",Blue Mail Media
2318,Technographic Data | InfoClutch - Easily connect with technology users across the globe through technographic data | Tech Install Data,,,,InfoClutch
2319,"Technographic Data- Connect with technology top executives through technographic data, Worldwide (9 Million verified contacts) - Thomson Data",Lead Scoring,"Technographics Data,Company Data,","Technographic Data | InfoClutch - Easily connect with technology users across the globe through technographic data | Tech Install Data        by InfoClutch      ,Technographic Data - Connect with Decision Makers With Our Technographic Data | Tech Installs | Installed Base | Global Coverage        by Blue Mail Media      ,Wappalyzer Technology Installs on Websites - Crawl API - Technographic Data        by Wappalyzer      ,Technographic Data Complete Tech Stack | Technographics Data + B2B Data + IT Intelligence by Infotanks Media        by Infotanks Media      ",Thomson Data
2320,The Climate Data Factory Catalogue,,,,The Climate Data Factory
2321,The Climate Data Factory Computing Resources,,,,The Climate Data Factory
2322,The Climate Data Factory Toolbox For Climate Processing,,,,The Climate Data Factory
2323,The Data Axle US Consumer Database,,,,Data Axle
2324,The Data Trust Consulting,,,,The Data Trust
2325,The Data Trust Data Subscriptions,,,,The Data Trust
2326,The Data Trust Polling Samples,,,,The Data Trust
2327,The GDELT Project Analysis Service,,,,The GDELT Project
2328,The Harris Poll - Brand Strategy & Customer Insights,,,,The Harris Poll
2329,The Harris Poll Compass,,,,The Harris Poll
2330,The Harris Poll On Demand,,,,The Harris Poll
2331,The Local Data Company Local Data Online (LDO),,,,The Local Data Company
2332,The Local Data Company Retail and Leisure Location Data,,,,The Local Data Company
2333,The Meet Group LOVOO,,,,The Meet Group
2334,The Meet Group MeetMe,,,,The Meet Group
2335,The Meet Group SKOUT,,,,The Meet Group
2336,The NPD Group Checkout,,,,The NPD Group
2337,The NPD Group Market Forecasting,,,,The NPD Group
2338,The NPD Group Retail Tracking,,,,The NPD Group
2339,The Sanborn Map Company 3D Visualization,,,,The Sanborn Map Company
2340,The Sanborn Map Company Citysets,,,,The Sanborn Map Company
2341,The Sanborn Map Company Contour Maps,,,,The Sanborn Map Company
2342,The Younion Database Services,,,,The Younion
2343,The Younion Design Services,,,,The Younion
2344,The Younion Technology Services,,,,The Younion
2345,TheTool App Store Optimization,,,,TheTool
2346,TheySay Location Based Marketing,,,,TheySay
2347,TheySay Search Engine (SEM),,,,TheySay
2348,TheySay Social Media,,,,TheySay
2349,Thinknum Car Inventory dataset,,,,Thinknum
2350,Thinknum LinkedIn Profile,,,,Thinknum
2351,Thinknum Stores,,,,Thinknum
2352,Thomson Data Accounting Software Users Email List,,,,Thomson Data
2353,Thomson Data CRM Users Mailing List,,,,Thomson Data
2354,Thomson Data ERP Users List,,,,Thomson Data
2355,TicketIQ App,,,,TicketIQ
2356,Tidetech Marine Data Integration,,,,Tidetech Marine Data
2357,Tidetech Marine Data Metocean Data,,,,Tidetech Marine Data
2358,Tidetech Marine Data Tidemap,,,,Tidetech Marine Data
2359,Tipigo Benzinga Analyst Ideas,,,,Tipigo
2360,TipRanks Smart Portfolio,,,,TipRanks
2361,TiVo EDGE for Antenna,,,,TiVo
2362,TiVo EDGE for Cable,,,,TiVo
2363,TiVo Stream 4K,"Targeted Marketing,,Behavioral Targeting","TV Streaming Rating Data,","Minute by minute live-stream viewership        by Show!      ,Above Data | Streaming & Linear TV Viewership Data USA Panel (Netflix, Roku, Amazon etc.)         by Above Data      ,Throtle - Connected TV (CTV) Identity Data        by Throtle      ,Mediasmart Connected TV viewership data Europe         by mediasmart      ",TiVo
2364,TMT Analysis TMTINSIGHT,,,,TMT Analysis
2365,TMT Analysis TMTVELOCITY,,,,TMT Analysis
2366,TMT Analysis TMTVERIFY,,,,TMT Analysis
2367,TomTom In-vehicle navigation software,,,,TomTom
2368,TomTom Map Technology,,,,TomTom
2369,TomTom Traffic and Connected Services,,,,TomTom
2370,Toolsberry List of iCIMS Customers,,,,Toolsberry
2371,Toolsberry List of Squarespace Commerce Customers,,,,Toolsberry
2372,Toolsberry List of ZOHO CRM Customers,,,,Toolsberry
2373,Total Automotive Profiles - U.S. Only,,"Individual Data,Automotive Industry Data,Consumer Lifestyle Data","Total Property Profiles - U.S. Only        by Infutor Data Solutions      ,IRIS® Views by Dataforce - Automotive Data for Germany & Italy (100,000 fleet profiles covered)        by Dataforce      ,Automotive Data - Reach Automotive Industry Executives With Our Robust Automotive Data - Global Coverage - 100M+ Business Records        by Blue Mail Media      ,Marketcheck Automotive API US & Canada (Gives Access To All Automotive Data, All In One Place)        by MarketCheck      ",Infutor Data Solutions
2374,Total Consumer Insights - U.S. Only,,,,Infutor Data Solutions
2375,Total Credit & Risk Management Group Company Credit Reports,,,,Total Credit & Risk Management Group
2376,Total Credit & Risk Management Group Due Diligence & K Y C,,,,Total Credit & Risk Management Group
2377,Total Credit & Risk Management Group Global Debt Collection,,,,Total Credit & Risk Management Group
2378,Total Mobile Ad IDs - U.S. Only,,"Online/Mobile Data,Cross-Device Identity Data,","Total Property Profiles - U.S. Only        by Infutor Data Solutions      ,Adzapier MAID Graph (Mobile Advertising IDs) - 400MM Identities Connected        by AdZapier      ,The Data Group: Mobile Ad IDs USA - 495 million digital devices and 3.5 billion MAID/hashed email pairs        by The Data Group      ,Mobile Ad IDs Fresh, Daily MAID Data One of the largest COMPLIANT Repositories in the USA        by BIGDBM      ",Infutor Data Solutions
2379,Total Property Profiles - U.S. Only,",Property Future Value & Mortgage Value Assessment,Persona Detection/Segmentation","Real Estate Data,Individual Data,Real Estate Investment Data","Total Automotive Profiles - U.S. Only        by Infutor Data Solutions      ,Property Data - Reach Property Managers and Property Owners With Our Verified and Accurate Property Data, 100M+ Business Records        by Blue Mail Media      ,USA Nationwide Property Boundaries Data (155M properties)        by Estated      ,Datastream Real Property and New Home Owners File USA - Property Ownership Data        by Datastream Group      ",Infutor Data Solutions
2380,TowerData - Name-Postal-Email - B2C Contact Data for USA,,"Marketing Attribution Data,","TowerData MAID - Email - B2C Contact Data for USA        by TowerData      ,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID        by HubioID      ,TowerData Email Validation - B2B Contact Data for USA        by TowerData      ,Affiliate Marketers Data, Contact Name, Email, Gender        by Bestinfopoint      ",TowerData
2381,TowerData Email Activity Data for USA (1B Unique Events Monthly),,"Individual Data,Marketing Attribution Data","TowerData Opener Data - Email Data for USA (~150M Unique Emails)        by TowerData      ,505 Economics: monthly luminosity data to measure economic activity and digital connectivity        by 505 Economics      ,Complementics Deterministic Identity Data for USA (1B+ Hashed Email / MAID Linkages)        by Complementics      ,start.io Global Mobile Device Data - Global Data Coverage, 1B Unique Devices        by start.io      ",TowerData
2382,TowerData Email Intelligence,,,,TowerData
2383,TowerData Email Validation,,B2B Data,"TowerData MAID - Email - B2C Contact Data for USA        by TowerData      ,Email Validation & Reputation Scoring        by IPQualityScore (IPQS)      ,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID        by HubioID      ,b2b email contacts for 170 countries        by Bookyourdata      ",TowerData
2384,TowerData Identity Matching,,,,TowerData
2385,TowerData MAID - Email - B2C Contact Data for USA,,"Online/Mobile Data,Marketing Attribution Data,","TowerData - Name-Postal-Email - B2C Contact Data for USA        by TowerData      ,Intent Based Contact & Email Data B2C & B2B (USA) - HubioID        by HubioID      ,B2C Contact Data - Global Contact List - Reach B2C Audience Globally With Our Verified 200M+ B2C Contact Data        by Blue Mail Media      ,Complementics Deterministic Identity Data for USA (1B+ Hashed Email / MAID Linkages)        by Complementics      ",TowerData
2386,TP ICAP Data & Analytics,,,,TP ICAP
2387,TP ICAP Energy & Commodities,,,,TP ICAP
2388,TP ICAP Global Broking,,,,TP ICAP
2389,Track Star AVLS Hybrid,,,,Track Star GPS
2390,Track Star AVLS Software,,,,Track Star GPS
2391,Track Star Express,,,,Track Star GPS
2392,Track Star GPS Fleet Management Solutions,,,,Track Star GPS
2393,TrackStar Predictive Credit Technology,,,,TrackStar
2394,Tracxn Plans,,,,Tracxn
2395,Trade Alert Individual,,,,Trade Alert
2396,Trade Alert Institutional,,,,Trade Alert
2397,Trade Data Monitor Platform,,,,Trade Data Monitor
2398,TraderMade Exchange Rates API,,,,TraderMade
2399,TraderMade Financial Information Exchange,,,,TraderMade
2400,TraderMade Forex Analysis and Content via API and Web Apps,,,,TraderMade
2401,"TraderMade Live & Historical Forex & CFD REST API - ""Enterprise-XL"" Plan (1,250,000 requests per month)",,,,TraderMade
2402,TraderMade Premium FX Data Feed,",Algo-Trading,Portfolio Management","Foreign Exchange Market Data,TV Streaming Rating Data,Trade Data,Stock & Market Data","TraderMade Live & Historical Forex & CFD REST API - ""Enterprise-XL"" Plan (1,250,000 requests per month)        by TraderMade      ,EDI Real Time & Historical FX Feed (40+ currencies, minutely updated)         by Exchange Data International      ,IVC Industry Analytics Premium Service        by IVC Research Center      ,Realtime and Historical Premium Global Market Indexes        by Finage      ",TraderMade
2403,Trading Economics Application Programming Interface (API),,,,Trading Economics
2404,"TradingView Stock charts, Forex & Bitcoin ticker",,,,TradingView
2405,Tradition Energy & Commodities,,,,Tradition
2406,Tradition Money Markets,,,,Tradition
2407,Tradition Private Equity,,,,Tradition
2408,Trakstar 360-Degree Feedback,,,,TrakStar
2409,Trakstar Employee Engagement Software,,,,TrakStar
2410,Transparent Intelligence Pro data dashboard,,,,Transparent Intelligence
