,Name of the dataset,similar
1594,Airborne geophysical survey: Seward Peninsula,"Airborne geophysical survey: Rampart-Manley
Airborne geophysical survey: Susitna
Airborne geophysical survey: Bethel
Airborne geophysical survey: Columbus ARMS
Airborne geophysical survey: Cook Inlet"
1595,"Silicified wood from around Old Faithful Geyser, Yellowstone National Park","Airborne geophysical survey: Yellowstone Regional, Wyoming and Montana
Migration Corridors (WGFD Designated) of Mule Deer in the Platte Valley Herd in Wyoming
SEM Images of Sinter Samples from the Upper Geyser Basin in Yellowstone National Park (2019)
Lake Trout Gonadosomatic Index and Histology Yellowstone Lake 2014
Logistic Regression Samples - Forest harvest patterns on private lands in the Cascade Mountains, Washington, USA"
1596,LANDFIRE Remap Fuel Characteristic Classification System (FCCS) Marshall Islands,"LANDFIRE Remap Fuel Disturbance (FDist) Marshall Islands
LANDFIRE Remap Anderson Fire Behavior Fuel Model (FBFM13) Marshall Islands
LANDFIRE Remap Fuel Characteristic Classification System (FCCS) Micronesia
LANDFIRE Remap Fuel Characteristic Classification System (FCCS) Guam Northern Mariana Islands
LANDFIRE Remap Anderson Fire Behavior Fuel Model (FBFM13) Micronesia"
1597,"Pocahontas No. 3 Coal Bed Original Resources by County in Kentucky, West Virginia, and Virginia","Pond Creek Coal Zone County Statistics (Geology) in Kentucky, West Virginia, and Virginia
Boundary for Deadman coal zone in the Jim Bridger area (jbbndg.shp)
GIS representation of coal-bearing areas in North, Central, and South America
Final unioned polygon coverage used in coal resource calculations, San Juan Basin, CO and NM (sjbfing)
Lower Kittanning Coal Bed Point Data (Chemistry) in Pennsylvania, Ohio, West Virginia, and Maryland"
1598,"GeoTIFF image of shaded-relief bathymetry of the sea floor offshore of Shinnecock Inlet, New York, in 1998 (3-m resolution, Mercator, WGS 84)","GeoTIFF image of shaded-relief bathymetry of the sea floor offshore of Moriches Inlet, New York, in 1998 (3-m resolution, Mercator, WGS 84)
GeoTIFF image of the backscatter intensity of the sea floor offshore of Shinnecock Inlet, New York, in 1998 (3-m resolution, Mercator, WGS 84)
Location of Sea-Floor Photographs Acquired During U.S. Geological Survey (USGS) Cruise 2013-005-FA in Block Island Sound (Geographic, WGS 84, 2013-005_299BOTPHOTOS)
Navigation, bathymetry, and water temperature points of ship position during continuous resistivity profile data collection by the U.S. Geological Survey in Great South Bay on Long Island, New York, in May and September 2008 (RESGPSPNTS_GSBAY.SHP)
Georeferenced scans of National Oceanic and Atmospheric Administration (NOAA) topographic sheets (T-Sheets) Collected Along the Fire Island and Great South Bay, New York, Coastline from 1834-1875"
1599,"Table of electron probe microanalyses of native copper and sulfide minerals from the White Pine sediment-hosted copper deposit, Michigan","The geochemical landscape of northwestern Wisconsin and adjacent parts of northern Michigan and Minnesota (geochemical data files)
USGS National and Global Oil and Gas Assessment Project - Michigan Basin Province, Collingwood Shale and Utica Shale Formations Assessment Unit Boundaries and Assessment Input Data Forms
Seismic Reflection, boomer tracklines collected in the vicinity of Buffalo Reef, Michigan, within Lake Superior, during USGS field activity 2018-043-FA, (Esri polyline shapefile, GCS WGS 84)
Seismic Reflection, Boomer profile images collected in the vicinity of Buffalo Reef, Michigan, within Lake Superior,during USGS field activity 2018-043-FA, (PNG Images)
Boomer trackline navigation collected by the U.S. Geological Survey within the St. Clair River between Michigan and Ontario, Canada, 2008 (ESRI VECTOR SHAPEFILE, 08016_Boomer_TRK.SHP)"
1600,"Geologic map of the Yucca Mountain region, Nye County, Nevada","Airborne geophysical survey: Jackson Mountains, Nevada
Airborne geophysical survey: Wabuska, Nevada
Geochemical and geochronologic data from the Stillwater Range, Clan Alpine, and Desatoya Mountains, Nevada
Airborne geophysical survey: Winnemucca, Nevada
Data for the report Geologic Framework and Hydrogeology of the Middle Carson River Basin, Eagle, Dayton, and Churchill Valleys, West-Central Nevada"
1601,Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T1 from 2001,"Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P7 from 2001
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P3 from 2001
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T7 from 2000
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetlands P1, T1, and T3 from 2002
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T6 from 2000"
1602,Data release for Linking land and sea through an ecological-economic model of coral reef recreation,"Bottom sample analysis and locations in the vicinity of the Woods Hole Oceanographic Institution, Martha's Vineyard Coastal Observatory (ESRI POINT SHAPEFILE, SAMPLES)
Coastal Vulnerability Index (CVI) dataset for Channel Islands National Park (chis_shore)
Offshore baseline for the South Carolina (SC) coastal region generated to calculate shoreline change rates
A Surficial Hydrogeologic Framework for the Mid-Atlantic Coastal Plain
Shorelines used to calculate shoreline change statistics from within the Nantucket coastal region including the Nantucket Sound and Atlantic Ocean-facing coasts of Nantucket, Muskeget and Tuckernuck Islands (Nantucket_shorelines.shp)"
1603,Extent of the Fox Hills aquifer in the Powder River and Williston structural basins,"Thickness of the combined Lower Hell Creek and Fox Hills aquifers in the Powder River structural basin
Data for Groundwater-Quality and Select Quality-Control Data for the Colorado Plateaus Principal Aquifer
Aquifer Boundaries in the Enfield Creek Valley
Thickness of the Upper Hell Creek hydrogeologic unit in the Williston structural basin
Model Archive Summary for Suspended-Sediment Concentration at U.S. Geological Survey Site 385553107243301, North Fork Gunnison below Raven Gulch near Somerset, Colorado"
1604,"Digital elevation model (DEM) of northern San Francisco Bay, California, created using bathymetry data collected between 1999 and 2016 (MLLW)","Nearshore bathymetry data from northern Monterey Bay, California, September 2016
Nearshore bathymetry data from northern Monterey Bay, California, March 2016
Digital elevation models (DEMs) of northern Monterey Bay, California, September and October 2016
Nearshore bathymetry data from northern Monterey Bay, California, March 2015
Multichannel sparker and minisparker seismic-reflection data of USGS field activity 2014-645-FA collected in the outer Santa Barbara Channel, California, between 2014-11-12 to 2014-11-25 (ver. 2.0, March 2020)"
1605,Blood variable data for clinically normal and clinically abnormal Mojave Desert tortoises (Gopherus agassizii) in 2013,"Locality based caddisfly (Hydropsyche oslari) sampling data and CO1 sequences from the southwestern United States, 2013-2016
Existing and projected ""worst-year"" (year with least available habitat) areas of available primary waterbird habitat (km2) in the Central Valley of California for 17 climate, urbanization, and water management scenarios, by habitat and month
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Desert Fish Habitat Partnership
Analysis of Land Disturbance and Pygmy Rabbit Occupancy Values Associated With Oil and Gas Extraction in Southwestern Wyoming, 2012
Sensor and Location data from Ear Tag PTTs Deployed on Polar Bears in the Southern Beaufort Sea 2009 to 2011"
1606,"Upper Klamath Basin Landsat Image for August 20, 2004: Path 45 Rows 30 and 31","Upper Klamath Basin Landsat Image for July 11, 2004: Path 45 Rows 30 and 31
Upper Klamath Basin Landsat Image for July 10, 2006: Path 44 Row 31
Upper Klamath Basin Landsat Image for June 24, 2006: Path 44 Row 31
Map 04: ArcGIS layer showing contours of the 50 percentile of May water levels during the 2000--2009 water years (feet)
Klamath Basin Restoration Agreement Off-Project Water Program Evapotranspiration Map for August 2004"
1607,"Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0697 Land-Water Matrix","Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0604 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0581 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0543 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0645 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0630 Land-Water Matrix"
1608,"Boat ramp locations within the Columbia River Basin with associated recreational use, water quality measurements, and risk assessment data for zebra and quagga mussels- tabular data","SCAV2OBS -- Assorted visual observations of benthic habitat from ROV and SCUBA dives in the Channel Islands National Marine Sanctuary. (UTM 10N, NAD83)
Grid Representing the Landward DEM and the Present Day Bathymetry of the Columbia River within the SWCES Study Area
Grid File of Historical Bathymetric Soundings for Grand Bay, Mississippi, and Surrounding Areas Derived from National Ocean Service (NOS) Hydrographic Sheets
Well information and chloride concentration of water samples used to map the saltwater interface in the Model Land area of Miami-Dade County, Florida.
Survival and hydrodynamic behavior of grass carp eggs and larvae in relation to turbulence and in-stream obstructions"
1609,Wallace Lake Flood Map Files,"Tangipahoa River Flood Map Files
Cross Lake, Bayou D'Arbonne Lake, and Poverty Point Reservoir Study Area
SIR2016-5029_cfwgoshor_3b: Flood Inundation Depth for a Flow of 21,450 cfs at the Gage Coast Fork Willamette River at Goshen, Oregon (Area of Uncertainty)
Water Data for Nisqually River Delta at Site D1
Flood Inundation Depth for a Flow of 2,130 cfs (stage 14) at Gage 14211500, Johnson Creek near Sycamore, Oregon (sycor_14.tif)"
1610,"Elevation TIN, Neversink Reservoir, 2014","Geospatial Bathymetry Dataset and Elevation-Area-Capacity Table for Neversink Reservoir, 2014
Elevation Raster, Schoharie Reservoir, 2014
Echosounder Quality Assurance Points, Rondout Reservoir, 2013 to 2014
Myrtle Bend Substrate Enhancement Pilot Project Extent, Kootenai River near Bonners Ferry, ID, 2014
EAARL-B Submerged TopographyaEUR""Saint Thomas, U.S. Virgin Islands, 2014"
1611,"EAARL-B Topography-Big Thicket National Preserve: Menard Creek Corridor Unit, Texas, 2014","EAARL-B Topography-Big Thicket National Preserve: Lance Rosier Unit, Texas, 2014
EAARL-B Topography-Big Thicket National Preserve: Big Sandy Creek Unit, Texas, 2014
Lidar-derived First-Surface Digital Elevation Model (DEM) Mosaic for EAARL-B TopographyaEUR""Big Thicket National Preserve: Canyonlands and Upper Neches River Corridor Units, Texas, 2014
Evapotranspiration Measured at two Rangeland sites in Victoria County, South-Central Texas, 2015-2018
Airborne geophysical survey: Killeen ARMS and Llano Uplift '60, Texas"
1612,"Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0581 Land-Water Matrix","Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0532 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0697 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0543 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0511 Land-Water Matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2015 Site 0604 Land-Water Matrix"
1613,"Greater sage-grouse population change (percent change) in a high oil and gas development, low population estimate scenario, and with no effects of climate change (2006-2062)","30 year (1981-2010) average of annual maximum duration of consecutive dry and wet days per event for the Conterminous United States and District of Columbia
Declustered catalog of natural and induced earthquakes without duplicates
Wind rose plots for the volcano: 320180 Meager
Mobile Harbor Navigation Channel Delft3D Model Inputs and Results - Existing Condition 2010 Simulation Without Sea Level Rise
Chesapeake Bay Nontidal Network 2005-2014: Average Yields"
1614,"shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Edwin B. Forsythe NWR, NJ, 2010","shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Cedar Island, VA, 2010
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Cedar Island, VA, 2014
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Monomoy Island, MA, 2014
Development: Development delineation: Rockaway Peninsula, NY, 2010-2011
2010 Digitized Shoreline for Breton Island, Louisiana (Geographic, NAD83)"
1615,CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 20-year storm in Santa Barbara County,"CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 flood-hazard depth and duration projections: 20-year storm in the Channel Islands
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 wave-hazard projections: 20-year storm in Ventura County
CoSMoS (Coastal Storm Modeling System) Central California v3.1 wave-hazard projections: 20-year storm in San Mateo County
CoSMoS (Coastal Storm Modeling System) Central California v3.1 ocean-currents projections: 20-year storm in Santa Cruz County
CoSMoS (Coastal Storm Modeling System) Central California v3.1 ocean-currents projections: 20-year storm in San Luis Obispo County"
1616,"Data Used to Compare Photo-Interpreted and IfSAR-Derived Maps of Polar Bear Denning Habitat for the 1002 Area of the Arctic National Wildlife Refuge, Alaska, 2006-2016","Polar Bear Distribution and Habitat Resource Selection Data, Beaufort and Chukchi Seas, 1985-2016
U.S. Geological Survey Polar Bear Mark-Recapture Records, Alaska Portion of the Southern Beaufort Sea, 2001-2010
Measurement Data of Polar Bears Captured in the Chukchi and Southern Beaufort Seas, 1981-2017
Sensor and Location data from Ear Tag PTTs Deployed on Polar Bears in the Southern Beaufort Sea 2009 to 2011
Serological Data on Influenza A from Birds and Mammals on the Arctic Coastal Plain of Northern Alaska, 2011-2017"
1617,"Acoustic backscatter data collected in 2007 from the San Miguel Passage in the Channel Islands, California","Radiocarbon sample data and calibrated ages of sediment core collected in 2009 offshore from Palos Verdes, California
Grain-size analysis of sediment cores collected in 2009 offshore from Palos Verdes, California
Minisparker seismic-reflection data of field activity B-05-11-CC, from Point Sur to Morro Bay, offshore central California, 2011-09-12 to 2011-09-26
BackscatterD [CSUMB Swath]--Monterey Canyon and Vicinity, California
BackscatterA [USGS SWATH]--Monterey Canyon and Vicinity, California"
1618,Data Release for the 2016 One-Year Seismic Hazard Forecast for the Central and Eastern United States from Induced and Natural Earthquakes,"Chance of damage from an earthquake in 2016 based on the average of horizontal spectral response acceleration for 1.0-second period and peak ground acceleration
2017 hazard curve data for annual rate of exceedance versus peak horizontal acceleration or horizontal spectral response acceleration for 0.2- or 1.0-second periods, for the full seismicity catalog and a b-value of 1.5
Multichannel minisparker seismic-reflection data of USGS field activity 2016-616-FA collected in the Catalina Basin offshore southern California in February 2016
SEG-Y formatted chirp seismic-reflection profile data collected in the Indian River Bay, Delaware, on April 13, 2010, on U.S. Geological Survey Field Activity 2010-006-FA
Multichannel sparker and minisparker seismic-reflection data of USGS field activity 2014-645-FA collected in the outer Santa Barbara Channel, California, between 2014-11-12 to 2014-11-25 (ver. 2.0, March 2020)"
1619,Wind rose plots for the volcano: 254020 Ambitle,"Wind rose plots for the volcano: 254010 Lihir
Wind rose plots for the volcano: 268020 Tobaru
Wind rose plots for the volcano: 268072 Amasing
Wind rose plots for the volcano: 252801 Narage
Wind rose plots for the volcano: 255010 Balbi"
1620,"SIR2012-5282 Surficial Geology: Hydrogeology of the Susquehanna River valley-fill aquifer system and adjacent areas in eastern Broome and southeastern Chenango Counties, New York","Data Release for Hydrocarbons in Upland Groundwater, Marcellus Shale Region, Northeastern Pennsylvania and Southern New York, USA
MODFLOW-NWT model used to assess groundwater availability in the Northern Atlantic Coastal Plain aquifer system from Long Island, New York to North Carolina
Thickness of the Upper Hell Creek hydrogeologic unit in the Williston structural basin
Georeferenced scans of National Oceanic and Atmospheric Administration (NOAA) topographic sheets (T-Sheets) Collected Along the Fire Island and Great South Bay, New York, Coastline from 1834-1875
Shale gas data used in development of the Disturbance Intensity Index for the Pennsylvania portion of the Upper Susquehanna River basin in Maloney et al. 2018."
1621,"Digital geologic map of the Roswell Resource Area, New Mexico","Geologic map of the Tetilla Peak quadrangle, Santa Fe and Sandoval Counties, New Mexico
Airborne geophysical survey: Chama, New Mexico
Airborne geophysical survey: Sabinoso, New Mexico
Airborne geophysical survey: New Mexico Coop Area A
Geologic map of the Vermejo Park quadrangle, Colfax County, New Mexico, and Las Animas County, Colorado"
1622,Bottom photographs collected in the Cape Ann - Salisbury Beach Massachusetts Survey Area (SEABOSS_Photos),"Defined Map Units of the seafloor of Boston Harbor and Approaches (BOTTOMTYPE, UTM 19, WGS84)
Bottom sample analysis and locations in the vicinity of the Woods Hole Oceanographic Institution, Martha's Vineyard Coastal Observatory (ESRI POINT SHAPEFILE, SAMPLES)
Onshore/offshore baseline for the Outer Cape Cod coastal region generated to calculate shoreline change rates from Long Point in Provincetown to Monomoy Island (OuterCapeCod_baseline.shp)
Surficial Sediment Data Collected During U.S. Geological Survey (USGS) Cruise R/V RAFAEL 08012 in the Vicinity of Edgartown Harbor, Offshore Martha's Vineyard, Massachusetts (RAFA08012_SEDDATA.SHP)
Digital Shoreline Analysis System version 4.3 shoreline intersection points used to calculate short-term (Linear Regression Rate) shoreline change statistics for the South Cape Cod coastal region from Stage Harbor Light in Chatham to Nobska Point in Woods Hole (SouthCapeCod_intersects_STlr.shp)"
1623,LANDFIRE.US_110VCC,"LANDFIRE.US_110FRG
LANDFIRE.US_110SCLASS
LANDFIRE.US_110FLM
LANDFIRE.US_110PRS
LANDFIRE.HI_110BPS"
1624,"AA_Q06.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (6 of 31) (LCC, 50 m, WGS84)","AA_Q01.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (1 of 31) (LCC, 50 m, WGS84)
AA_Q27.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (27 of 31) (LCC, 50 m, WGS84)
AA_Q05.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (5 of 31) (LCC, 50 m, WGS84)
AA_Q30.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (30 of 31) (LCC, 50 m, WGS84)
AA_Q25.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (25 of 31) (LCC, 50 m, WGS84)"
1625,"Station and data summary for data collected on Stellwagen Bank during U.S. Geological Survey field activity 2014-066-FA, aboard the R/V Auk, November 10, 2014","Station and data summary for data collected on Stellwagen Bank on U.S. Geological Survey field activity 2015-062-FA, aboard the R/V Auk, Oct. 21 and 22 and Nov. 3 and 4 2015 (geographic, WGS84)
Seabed still images in JPEG format collected on Stellwagen Bank during U.S. Geological Survey field activity 2017-044-FA, aboard the R/V Auk, September 12-14, 2017
Video transects of the sea floor on Stellwagen Bank during U.S. Geological Survey field activity 2014-055-FA, aboard the R/V Auk, September 23 and 24, 2014
Trackline navigation for Swath interferometric data collected by the U.S. Geological Survey along the Delmarva Peninsula, MD and VA, 2014 (Esri polyline shapefile, GCS WGS 84)
Unique common mid-point (cmp) navigation for multi-channel seismic data collected by the U.S. Geological Survey on U.S. Atlantic Seaboard in 2014 (Geographic, WGS84, point shapefile 2014-011-FA_mcscmp.shp)"
1626,"Merged multibeam bathymetry--Catalina Basin and northern Gulf of Santa Catalina, southern California","MONT95C - Bathymetry contours of the southern Monterey Bay area between Moss Landing and Monterey, California
Bathymetry--Offshore Bolinas, California
Bathymetry Hillshade--Offshore Pigeon Point, California
BackscatterB [Swath]--Offshore of Point Reyes Map Map Area, California
Hydro-flattened Elevation Area Outlines for DEMs of the North-Central California Coast (Hydro_flattened_water.shp)"
1627,"KP_Q07.TIF - Kingman Reef and Palmyra Atoll U.S. EEZ GLORIA sidescan-sonar data mosaic (7 of 7) (LCC, 50 m, WGS84)","HW2_Q36.TIF - Hawaii II - Central Hawaii U.S. EEZ GLORIA sidescan-sonar data mosaic (7 of 24) (LCC, 50 m, WGS84)
AA_Q06.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (6 of 31) (LCC, 50 m, WGS84)
AA_Q05.TIF - Aleutian Arc U.S. EEZ GLORIA sidescan-sonar data mosaic (5 of 31) (LCC, 50 m, WGS84)
PR_Q03.TIF - Puerto Rico U.S. EEZ GLORIA sidescan-sonar data mosaic (3 of 9) (ACEA, 50 m, Clarke1866)
JI_Q13.TIF - Johnston Island U.S. EEZ GLORIA sidescan-sonar data mosaic (13 of 16) (LCC, 50 m, WGS84)"
1628,Conservation Planning for the Colorado River in Utah - Distance to Permanent Water for Rocky Fringe Snakes Model,"Conservation Planning for the Colorado River in Utah - Density of Native Species for Potential for Natural Recovery Model
Conservation Planning for the Colorado River in Utah - Riparian Understory Model Output Data for Colorado River in Utah
Conservation Planning for the Colorado River in Utah - Potential for Natural Recovery Model Model Output Data for Colorado River in Utah
Conservation Planning for the Colorado River in Utah - General Diversity Model Output Data for Colorado River in Utah
Conservation Planning for the Colorado River in Utah - Vegetation and River Cover Types"
1629,Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P11 from 2003,"Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P8 from 2003
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P2 from 2004
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetlands P1, T1, and T3 from 2002
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T1 from 2001
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P7 from 2001"
1630,"MODFLOW-NWT model used to assess groundwater availability in the Northern Atlantic Coastal Plain aquifer system from Long Island, New York to North Carolina","Data used to model and map pH and redox conditions in the Northern Atlantic Coastal Plain aquifer system, eastern USA
Data Release for Hydrocarbons in Upland Groundwater, Marcellus Shale Region, Northeastern Pennsylvania and Southern New York, USA
Surface altitude of hydrogeologic layers of the Atlantic Coastal Plain of North and South Carolina
SIR2012-5282 Surficial Geology: Hydrogeology of the Susquehanna River valley-fill aquifer system and adjacent areas in eastern Broome and southeastern Chenango Counties, New York
North Atlantic Coastal Plain aquifer system"
1631,Surface water data for samples collected approximately hourly along the West Florida Shelf: USGS Cruise 11BHM02,"Sonde data of continuous surface water flow-through system for the West Florida Shelf: USGS Cruise 11BHM01
Water column sample data from predefined locations of the West Florida Shelf: USGS Cruise 11BHM03
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 ocean-currents projections: 1-year storm in Orange County
Chirp sub-bottom data of USGS field activity 2018-645-FA collected in the Santa Barbara Channel in July of 2018
CoSMoS (Coastal Storm Modeling System) Southern California v3.0 Phase 2 wave-hazard projections: 1-year storm in Ventura County"
1632,"Continuous Monitoring Data From Natural and Restored Salt Marshes on Cape Cod, Massachusetts, 2016-17","Tidal Daily Discharge and Quality Assurance Data Supporting an Assessment of Water Quality and Discharge in the Herring River, Wellfleet, Massachusetts, November 2015-September 2017
Shore proximal sediment deposition in coastal marsh at the Grand Bay National Estuarine Research Reserve, Mississippi: net sedimentation tile datasets from October 2016 to October 2017
Coastwide Reference Monitoring System (CRMS) 2016 Site 5770 land-water classification data
Coastwide Reference Monitoring System (CRMS) 2016 Site 0120 land-water classification data
Coastwide Reference Monitoring System (CRMS) 2016 Site 0135 land-water classification data"
1633,National Assessment of Oil and Gas Project Devonian Marcellus Shale of the Appalachian Basin Province (067) Assessment Units,"USGS National and Global Oil and Gas Assessment Project-Eastern Great Basin Province, Delle Phosphatic Member Shale Assessment Unit Boundaries and Assessment Input Data Forms
USGS National Assessment of Oil and Gas Project - Cherokee Platform Province Assessment Units
USGS National and Global Oil and Gas Assessment Project - San Juan Basin Province, Lewis Shale Total Petroleum System Assessment Units and Input Data Forms
USGS National and Global Oil and Gas Assessment Project-Permian Basin Province, Val Verde Basin, Canyon Sandstones Assessment Units
USGS National Assessment of Oil and Gas Project - Uinta-Piceance Province, Mancos Formation Assessment Units"
1634,"Normalized Foraminiferal Data for Chincoteague Bay and the Marshes of Assateague Island and the Adjacent Vicinity, Maryland and Virginia- Fall 2014","SupClas, GeoSet, SubType, VegDen, VegType: Categorical landcover rasters of landcover, geomorphic setting, substrate type, vegetation density, and vegetation type: Smith Island, VA, 2014
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Monomoy Island, MA, 2014
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Cedar Island, VA, 2014
Topobathymetric Lidar Survey of Breton and Gosier Islands, Louisiana, January 16 and 18, 2014
Coastal Bathymetry Data Collected in 2016 from the Chandeleur Islands, Louisiana-Interpolated Digital Elevation Model"
1635,"1:100,000-scale Counties of the United States","1:1,000,000-scale areas of evapotranspiration in the Great Basin
Chirp Seismic Shotpoint Navigation every 100 shots in Geographic Coordinates - Lake Mead Survey 2000
Point Shapefile with a Point Every 100 meters Along the Neuse River 2004 Resistivity Survey Tracklines
1992 County Pesticide Use Estimates for 200 Compounds
Modified Mercalli Intensity based on peak ground acceleration, with a 10% probability of exceedance in 50 years"
1636,Wind rose plots for the volcano: 275040 Haut Dong Nai,"Wind rose plots for the volcano: 275060 Cendres, Ile des
Wind rose plots for the volcano: 360040 Nevis Peak
Wind rose plots for the volcano: 275100 Singu Plateau
Wind rose plots for the volcano: 254010 Lihir
Wind rose plots for the volcano: 290260 Chirinkotan"
1637,"MODFLOW-2005 model and supplementary data used to characterize groundwater flow and effects of pumping in the Death Valley regional groundwater flow system, Nevada and California, with special reference to Devils Hole","Estimated potentiometric surface by D'Agnese and others (1998), for the Death Valley regional ground-water flow system study, Nevada and California
Study area boundary for the Death Valley regional ground-water flow system, Nevada and California
Reference springs in California for the regional ground-water potential map by Bedinger and Harrill (2004), Death Valley regional ground-water flow system, Nevada and California
Data for the report Geologic Framework and Hydrogeology of the Middle Carson River Basin, Eagle, Dayton, and Churchill Valleys, West-Central Nevada
Lateral boundary of the transient ground-water flow model, Death Valley regional ground-water flow system, Nevada and California"
1638,Probabilistic estimates of the distribution of near-surface (within 1m) permafrost in Alaska.,"Seismic-Hazard Maps for Alaska and the Aleutian Islands: 1HZ250
Airborne geophysical survey: Northern Alaska
van Genuchten parameters near Hess Creek in interior Alaska
Offshore baseline for the northern Alaska coastal region generated to calculate shoreline change rates along exposed coastlines between the Colville River Delta and Point Barrow for the time period 1947 to 2005
l1182cs.m77t - MGD77 data file for Geophysical data from field activity L-11-82-CS in Chukchi Sea, Alaska from 08/27/1982 to 09/16/1982"
1639,"Coosa River Bank Topography and Comparisons at Walter Bouldin Dam sites WB101 and WB106, near Wetumpka, Alabama, November 2014 - July 2017","Dye Concentration at Station FL5 Downstream of Lock and Dam 14 near Pleasant Valley, Iowa (June 2017)
Water-quality data for surface-water samples collected from October 2015 through September 2017 at the Triangle Area Water Supply Monitoring Project study sites, North Carolina
Shore proximal sediment deposition in coastal marsh at the Grand Bay National Estuarine Research Reserve, Mississippi: net sedimentation tile datasets from October 2016 to October 2017
Groundwater altitude data, from driller-measured wells, considered for the potentiometric surface, Mississippi River Valley alluvial aquifer, spring 2016
Data collected for Claiborne aquifer study in southwestern Georgia during 2015 to 2016"
1640,"Shot Points at 500 shot intervals for seismic data collected aboard R/V RAFAEL (field activities 05001 and 06001) in Apalachicola Bay and St. George Sound, FL (SeismicShot500)","Point Shapefile with a Point Every 500 meters along the Cape Cod National Seashore Resistivity Survey Tracklines, May 17-20, 2004
Shot point navigation at 100 shot intervals for EdgeTech SB-512i chirp seismic-reflection data collected by the U.S. Geological Survey off the southern shore of Martha's Vineyard, MA, 2007 (ESRI POINT SHAPEFILE, SEISMIC_100SHT.SHP).
Seismic Shotpoint Navigation: USF 100-shot shotpoint navigation of seismic data collected in the Pulley Ridge area in 1996 and 2001
Point Shapefile with a Point Every 500 meters Along the Neuse River 2005 Resistivity Survey Tracklines
Point Shapefile with a Point Every 500 meters Along the Neuse River 2004 Resistivity Survey Tracklines"
1641,Active & inactive mines in the Danforth Hills study area (danmng),"Aeolian mass flux, rangeland monitoring site, and unpaved road reach data
Boundary for Deadman coal zone in the Jim Bridger area (jbbndg.shp)
Lower Kittanning Coal Bed Point Data (Chemistry) in Pennsylvania, Ohio, West Virginia, and Maryland
Global rare earth element occurrence database
Coastal Vulnerability Index (CVI) of Dry Tortugas National Park (drto_shore)"
