,Name of the dataset,similar
3028,"BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Upper Kalsakg, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Lower Kalskag, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Nulato, Alaska."
3029,BLM REA NWP 2011 MIR AdminUnitOff Pts,"BLM REA MIR 2011 NWP AdminUnitOff Pts
BLM REA NWP 2011 MIR PLSS Sec
BLM REA MIR 2011 NWP PLSS Sec
BLM REA NWP 2011 MIR PLSS Twp
BLM REA NWP 2011 recl siz"
3030,BLM REA CYR 2013 Central Yukon Rapid Ecoregional Assessment Study Area,"BLM REA CYR 2013 Current Landscape Integrity Minimum Reserve in the Central Yukon Study Area
BLM REA CYR 2013 Federal Protected Areas in the Central Yukon study area
BLM REA CYR 2013 Community Footprints in the Central Yukon study area
BLM REA CYR 2013 Current Landscape Integrity in the Central Yukon study area
BLM REA CYR 2013 Community Locations in the Central Yukon Study Area"
3031,BLM OR Hydrography 17050107 Polygon,"BLM OR Hydrography 17050106 Polygon
BLM OR Hydrography 17050108 Polygon
BLM OR Hydrography 17050109 Polygon
BLM OR Hydrography 17050103 Polygon
BLM OR Hydrography 17050105 Polygon"
3032,BLM OR Hydrography 17050115 Polygon,"BLM OR Hydrography 17020015 Polygon
BLM OR Hydrography 17110015 Polygon
BLM OR Hydrography 17050117 Polygon
BLM OR Hydrography 17050119 Polygon
BLM OR Hydrography 17050109 Polygon"
3033,BLM REA MIR 2011 Elk Rating Based on Patch Size,"BLM REA MIR 2011 Elk Rating based on patch size in forested habitat
BLM REA MIR 2011 Mule Deer rating based on patch size
BLM REA MIR 2011 Elk rating based on distance to human disturbance
BLM REA MIR 2011 Mule Deer Rating based on Patch Density per 100 ha
BLM REA MIR 2011 Elk rating by 6th level HUC in the Middle Rockies Ecoregion"
3034,BLM REA CYR 2013 Percent of surveyed CE area damaged by insect and disease agents in lowland woody wetland from 2000 to 2014,"BLM REA CYR 2013 Percent of surveyed CE area damaged by insect and disease agents in floodplain forest and shrub from 2000 to 2014
BLM REA CYR 2013 Percent of surveyed CE area damaged by insect and disease agents in upland low and tall shrub from 2000 to 2014
BLM REA CYR 2013 Percent of surveyed CE area damaged by insect and disease agents in upland mesic spruce forest from 2000 to 2014
BLM REA CYR 2013 Percent of surveyed CE area damaged by insect and disease agents in upland mesic spruce hardwood forest from 2000 to 2014
BLM REA CYR 2013 Forest damaged by insect and disease agents in Central Yukon study area from 2000 to 2014"
3035,BLM REA YKL 2011 Rivers Under Fish Consumption Advisory for Mercury Contamination in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Mercury Contaminated Sites in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Distribution of Mercury Deposit Sites in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Infestation Vulnerability in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Landscape Condition Status in Current Distribution of Chinook Salmon in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Landscape Condition Status in Current Distribution of Chum Salmon in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3036,BLM OR Hydrography 17020016 Flowlines Lines,"BLM OR Hydrography 17110016 Flowlines Lines
BLM OR Hydrography 17020004 Flowlines Lines
BLM OR Hydrography 17020015 Flowlines Lines
BLM OR Hydrography 17020003 Flowlines Lines
BLM OR Hydrography 17020014 Flowlines Lines"
3037,BLM OR Hydrography 17120005 Waterbodies Polygon,"BLM OR Hydrography 17120004 Waterbodies Polygon
BLM OR Hydrography 17120006 Waterbodies Polygon
BLM OR Hydrography 17120003 Waterbodies Polygon
BLM OR Hydrography 17110005 Waterbodies Polygon
BLM OR Hydrography 17120002 Waterbodies Polygon"
3038,BLM REA CYR 2013 Near-term Future (2020s) Summer Warmth Index,"BLM REA CYR 2013 Long-term Future (2060s) Summer Warmth Index
BLM REA CYR 2013 Current (2010s) Summer Warmth Index
BLM REA CYR 2013 Near-term Future (2020s) Mean June-July-August Temperature
BLM REA CYR 2013 Long-term Future (2060s) Summer Warmth Index in Floodplain Forest and Shrub
BLM REA CYR 2013 Near-term Future (2020s) Mean July Temperature"
3039,BLM REA NWP 2011 Vegetation types potentially suitable for Diffuse Knapweed,"BLM REA MIR 2011 Vegetation types potentially suitable for Diffuse Knapweed
BLM REA NWP 2011 Elevations potentially suitable for Diffuse Knapweed
BLM REA NWP 2011 Vegetation types potentially suitable for Spotted Knapweed
BLM REA NWP 2011 Potentially suitable soil types for Diffuse Knapweed
BLM REA MIR 2011 Elevations potentially suitable for Diffuse Knapweed"
3040,BLM REA CYR 2013 Rivers with Fish Harvest Data,"BLM REA CYR 2013 Sport Fish Harvest Data by River Drainages
BLM REA CYR 2013 Sport Harvest Distribution of Fish Species
BLM REA CYR 2013 Culverts by ADFG Rating for Fish Passage Adequacy
BLM REA CYR 2013 Chum Salmon Spawning Habitat
BLM REA CYR 2013 Chinook Salmon Spawning Habitat"
3041,BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s October A2,"BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s November A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s September A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction October A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s May A2
BLM REA YKL 2011 CL C AlaskaSnowDayFraction October A2"
3042,BLM REA CYR 2013 Proposed Road to Tanana,"BLM REA CYR 2013 Current Alternative Transportation
BLM REA CYR 2013 BLM Field Office Boundaries
BLM REA CYR 2013 Material Sales Sites
BLM REA CYR 2013 Proposed railroad extension
BLM REA CYR 2013 Near-term Future Alternative Transportation"
3043,BLM OR Hydrography 17070306 Polygon,"BLM OR Hydrography 17070106 Polygon
BLM OR Hydrography 17070307 Polygon
BLM OR Hydrography 17070305 Polygon
BLM OR Hydrography 17050106 Polygon
BLM OR Hydrography 17070303 Polygon"
3044,BLM OR Hydrography 17020013 Flowlines Lines,"BLM OR Hydrography 17110013 Flowlines Lines
BLM OR Hydrography 17020003 Flowlines Lines
BLM OR Hydrography 17020014 Flowlines Lines
BLM OR Hydrography 17020012 Flowlines Lines
BLM OR Hydrography 17120003 Flowlines Lines"
3045,BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current (2012) Caribou Range in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current (2012) Caribou Range in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long term future (2060) landscape condition model in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Distribution of Sheefish in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Condition Status in Current Modeled Distribution of Dolly Varden in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Long-Term Future (2060) Landscape Integrity in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3046,BLM REA NWP 2011 Future Wind Energy Risk,"BLM REA MIR 2011 Future Wind Energy Risk
BLM REA NWP 2011 Future Renewable Energy Risk
BLM REA MIR 2011 Future Renewable Energy Risk
BLM REA YKL 2011 YKL DV N RenewableEnergy WindPowerPotential.img
BLM REA NWP 2011 Future Natural Gas Risk"
3047,BLM OR Hydrography 17070201 Waterbodies Polygon,"BLM OR Hydrography 17070202 Waterbodies Polygon
BLM OR Hydrography 17070301 Waterbodies Polygon
BLM OR Hydrography 17070203 Waterbodies Polygon
BLM OR Hydrography 17050201 Waterbodies Polygon
BLM OR Hydrography 17070302 Waterbodies Polygon"
3048,BLM REA CYR 2013 Locations of Historic Mines in Central Yukon,"BLM REA CYR 2013 Locations of Active Mines in Central Yukon
BLM REA CYR 2013 Current Mining Density in the Central Yukon
BLM REA CYR 2013 Community Locations in the Fairbanks Area in the Central Yukon
BLM REA CYR 2013 Current Railroads in the Central Yukon
BLM REA CYR 2013 Pipelines in the Central Yukon"
3049,BLM CA Grazing Allotment Polygons,"BLM UT Grazing Allotment Polygons
BLM Grazing Allotment Polygons
BLM NV Grazing Allotment Polygons
BLM OR ROD PSDV Grazing Allotments Polygon
BLM OR ROD SWO Grazing Allotments Polygon"
3050,BLM REA CYR 2013 Change in Mean June-July-August Temperature from 2010s to 2060s,"BLM REA CYR 2013 Change in Mean July Temperature from 2010s to 2060s
BLM REA CYR 2013 Current (2010s) Mean June-July-August Temperature
BLM REA CYR 2013 Long-term Future (2060s) Mean July Temperature Isotherms
BLM REA CYR 2013 Long-term Future (2060s) Mean July Temperature
BLM REA CYR 2013 Long-term Future (2060s) Mean June-July-August Temperature"
3051,BLM OR Hydrography 17060106 Flowlines Lines,"BLM OR Hydrography 17060107 Flowlines Lines
BLM OR Hydrography 17060306 Flowlines Lines
BLM OR Hydrography 17060109 Flowlines Lines
BLM OR Hydrography 17060102 Flowlines Lines
BLM OR Hydrography 17060103 Flowlines Lines"
3052,"BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Iliamna, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Nulato, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Moose in Newhalen, Alaska."
3053,BLM REA CYR 2013 Moose Subsistence Use Areas,"BLM REA CYR 2013 Moose Potential Habitat
BLM REA YKL 2011 Community Subsistence Use & Harvest Areas for Moose
BLM REA YKL 2011 Current (2013) Rutting Range of Moose in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Alaska GAP Modeled Habitat Distribution of Moose
BLM REA YKL 2011 Current (2012) modeled habitat distribution of moose in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3054,BLM REA YKL 2011 CL L SnowDayFraction2050s May A2,"BLM REA YKL 2011 CL L SnowDayFraction2050s November A2
BLM REA YKL 2011 CL L SnowDayFraction2050s October A2
BLM REA YKL 2011 CL L SnowDayFraction2050s December A2
BLM REA YKL 2011 CL L SnowDayFraction2050s March A2
BLM REA YKL 2011 CL L SnowDayFraction2050s April A2"
3055,"BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Grayling, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Stony River, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Beaver in Chuathbaluk, Alaska."
3056,BLM REA YKL 2011 Current (2013) Distribution of Herbaceous Wetlands in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Current (2013) distribution of Dolly Varden habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current Landscape Condition Status in Current Distribution of Herbaceous Wetlands in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2013) landscape condition model in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2013) distribution of sheefish habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills - Presence
BLM REA YKL 2011 Current (2013) Distribution of Dwarf Shrub in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3057,BLM REA CYR 2013 Annual Kernel Density of Western Arctic Herd from 2004 to 2014,"BLM REA CYR 2013 Annual Kernel Density of Central Arctic Herd from 2004 to 2014
BLM REA CYR 2013 Total Annual Range of Western Arctic Herd
BLM REA CYR 2013 Total Annual Range of Central Arctic Herd
BLM REA CYR 2013 Autumn movements of the Western Arctic Herd during 2012
BLM REA YKL 2011 Change in Length of Growing Season from the 2010s to the 2060s in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3058,BLM CA Completed Vegetation Treatment Area Polygons,"BLM Completed Vegetation Treatment Area Polygons
Completed Vegetation Treatments (POLYGON)
BLM WA SJINMRMP Succession Clipped to Vegetation DRAFT Line
BLM OR SEORMP FEIS Current Vegetation Classes Raster
BLM REA NWP 2011 Potentially suitable soil types for Leafy Spurge"
3059,BLM REA CYR 2013 Long-term Future Alternative Transportation,"BLM REA CYR 2013 Near-term Future Alternative Transportation
BLM REA CYR 2013 Current Alternative Transportation
BLM REA CYR 2013 Long-term Future Mine Sites
BLM REA CYR 2013 Near-term Future (2020s) Cliomes
BLM REA CYR 2013 Near-term Future (2025) Renewable Energy Projects"
3060,Unencumbered BLM Lands within Alaska,"Land Withdrawals within Alaska
Miscellaneous Title Transfers within Alaska
Conveyed Native Allotments within Alaska
BLM Land Use Planning Area Boundaries within Alaska
BLM National Recreation Site Points in Alaska"
3061,"BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Stony River, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Takotna, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Black Bear in Crooked Creek, Alaska."
3062,"BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Lime Village, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Nulato, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Wolf in Galena, Alaska."
3063,BLM REA CYR 2013 Secondary Roads in the Central Yukon Study Area,"BLM REA CYR 2013 Highways in the Central Yukon Study Area
BLM REA CYR 2013 Community Footprints in the Central Yukon study area
BLM REA CYR 2013 Community Locations in the Central Yukon Study Area
BLM REA CYR 2013 Federal Protected Areas in the Central Yukon study area
BLM REA CYR 2013 Proposed Roads to Resources in the Central Yukon"
3064,BLM REA YKL 2011 CL L SnowDayFraction2050s December A2,"BLM REA YKL 2011 CL L SnowDayFraction2050s November A2
BLM REA YKL 2011 CL L SnowDayFraction December A2
BLM REA YKL 2011 CL C SnowDayFraction December A2
BLM REA YKL 2011 CL L SnowDayFraction2050s March A2
BLM REA YKL 2011 CL N SnowDayFraction December A2"
3065,BLM REA YKL 2011 Alaska GAP Modeled Habitat Distribution of Trumpeter Swan,"BLM REA YKL 2011 Current (2012) modeled habitat distribution of trumpeter swan in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Alaska GAP Modeled Habitat Distribution of Peregrine Falcon
BLM REA YKL 2011 Alaska GAP Modeled Habitat Distribution of Nearctic Brown Lemming
BLM REA CYR 2013 Trumpeter Swan Potential Breeding Habitat
BLM REA YKL 2011 Current Landscape Condition Status in Current (2012) Modeled Trumpeter Swan Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3066,BLM REA CYR 2013 Current Distribution of Alpine Dwarf Shrub Tundra,"BLM REA CYR 2013 Current (2015) Landscape Condition in Alpine Dwarf Shrub Tundra
BLM REA CYR 2013 Current Distribution of Alpine Arctic Tussock Tundra
BLM REA CYR 2013 Current Distribution of Upland Low Tall Shrub Tundra
BLM REA YKL 2011 Current (2013) Distribution of Dwarf Shrub in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA CYR 2013 Near-term Future (2025) Landscape Condition in Alpine Dwarf Shrub Tundra"
3067,"BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike in Iliamna, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike in Newhalen, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike in Anvik, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike (points) in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike in McGrath, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Northern Pike (points) in Nulato, Alaska."
3068,BLM OR ROD SWO Areas Closed to Salable Mineral Entry Polygon,"BLM OR ROD NCO Areas Closed to Salable Mineral Entry Polygon
Moab MLP Oil & Gas Closed
Moab MLP Oil & Gas No Surface Occupancy
BLM NVCA ARMPA GRSG Mineral Material Sales Closed 2015
Moab MLP PLA No Surface Occupancy"
3069,"BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Red Devil, Alaska.","BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Grayling, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Chuathbaluk, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Upper Kalsakg, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Aniak, Alaska.
BLM REA YKL 2011 Subsistence Harvest Areas of Salmon in Anvik, Alaska."
3070,BLM OR Hydrography 17050119 Polygon,"BLM OR Hydrography 17050118 Polygon
BLM OR Hydrography 17050117 Polygon
BLM OR Hydrography 17050109 Polygon
BLM OR Hydrography 17050107 Polygon
BLM OR Hydrography 17110019 Polygon"
3071,BLM REA YKL 2011 Current (2012) modeled habitat distribution of American peregrine falcon in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills,"BLM REA YKL 2011 Current (2012) modeled habitat distribution of American peregrine falcon in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills - Habitat
BLM REA YKL 2011 Current Landscape Condition Status in Current (2012) Modeled American Peregrine Falcon High Quality Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Near-Term Future (2025) Landscape Condition Status in Current (2012) Modeled American Peregrine Falcon High Quality Habitat in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2012) high quality riparian habitat distribution of American peregrine falcon in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills
BLM REA YKL 2011 Current (2012) modeled habitat distribution of olive-sided flycatcher in the Yukon River Lowlands - Kuskokwim Mountains - Lime Hills"
3072,BLM REA CYR 2013 Distribution of Oil and Gas Permits and Leases in the Central Yukon,"BLM REA CYR 2013 Oil and Gas Basins in the Central Yukon
BLM REA CYR 2013 Oil and Gas Wells in the Central Yukon
BLM REA CYR 2013 Existing Oil Energy Sources in Communities in the Central Yukon
BLM REA CYR 2013 Pipeline Permits in the Central Yukon
BLM REA CYR 2013 Pipelines in the Central Yukon Trans Alaskan Pipeline"
3073,BLM REA NWP 2011 current status by 6th level HUC for deciduous forests in the northwest plains ecoregion,"BLM REA MIR 2011 current status by 6th level HUC for deciduous forests in middle rockies ecoregion
BLM REA NWP 2011 Currents status by 6th Level HUC for Evergreen Forests in Northwestern Plains Ecoregion
BLM REA MIR 2011 Currents status by 6th Level HUC for Evergreen Forests in Middle Rockies Ecoregion
BLM REA NWP 2011 vegetation condition class score for deciduous forests in the northwest plains ecoregion
BLM REA NWP 2011 Current Status deciduous forests in the northwest plains ecoregion"
3074,MetadataGlance,"ilmazedt.ILMAZDBO.MetadataGlance
CAD NSDI Metadata Glance
BLM ES FL PLSS Metadata Glance Polygon
BLM OR Visual Resource Management Polygon
BLM OR Resource Area Boundary Polygon"
3075,BLM REA NWP 2011 RegCM3 September/October Temperature (1980-1999),"BLM REA MIR 2011 RegCM3 September/October Temperature (1980-1999)
BLM REA NWP 2011 RegCM3 September/October Precipitation (1980-1999)
BLM REA MIR 2011 RegCM3 September/October Precipitation (1980-1999)
BLM REA NWP 2011 RegCM3 July/August Temperature (1980-1999)
BLM REA MIR 2011 RegCM3 July/August Temperature (1980-1999)"
3076,BLM OR Hydrography 17050103 Flowlines Lines,"BLM OR Hydrography 17050109 Flowlines Lines
BLM OR Hydrography 17050108 Flowlines Lines
BLM OR Hydrography 17050107 Flowlines Lines
BLM OR Hydrography 17050106 Flowlines Lines
BLM OR Hydrography 17050105 Flowlines Lines"
3077,BLM OR Hydrography 17100103 Point,"BLM OR Hydrography 17100104 Point
BLM OR Hydrography 17110009 Point
BLM OR Hydrography 17110003 Point
BLM OR Hydrography 17120002 Point
BLM OR Hydrography 17120003 Point"
3078,BLM OR Hydrography 17110017 Polygon,"BLM OR Hydrography 17110018 Polygon
BLM OR Hydrography 17110019 Polygon
BLM OR Hydrography 17110007 Polygon
BLM OR Hydrography 17110016 Polygon
BLM OR Hydrography 17110009 Polygon"
3079,BLM REA CYR 2013 Long-Term Future (2060s) Modeled Forest Extent,"BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Floodplain Forest and Shrub
BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Upland Mesic Spruce-hardwood Forest
BLM REA CYR 2013 Long-Term Future (2060s) Modeled Shrub Cover
BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Upland Mesic Spruce Forest
BLM REA CYR 2013 Long-term Future (2060) Landscape Condition in Lowland Woody Wetland"
3080,BLM REA CYR 2013 Current Railroads in the Central Yukon,"BLM REA CYR 2013 Pipelines in the Central Yukon
BLM REA CYR 2013 Locations of Active Mines in Central Yukon
BLM REA CYR 2013 Locations of Historic Mines in Central Yukon
BLM REA CYR 2013 Community Locations in the Fairbanks Area in the Central Yukon
BLM REA CYR 2013 Pipelines in the Central Yukon Trans Alaskan Pipeline"
3081,BLM Administrative Unit Office Points,"BLM OR Administrative Units Office Point
BLM OR Administrative Unit Office Lines
BLM OR Administrative Unit Office Polygon
BLM OR Administrative Units Office Historic Point
BLM OR Resource Area Line"
3082,BLM REA YKL 2011 CL C SummerTotalPPT A1B,"BLM REA YKL 2011 CL L SummerTotalPPT A1B
BLM REA YKL 2011 CL N SummerTotalPPT A1B
BLM REA YKL 2011 CL L SummerTotalPPT2050s A1B
BLM REA YKL 2011 CL C AnnualTotalPPT A1B
BLM REA YKL 2011 CL L SummerTotalPPT A2"
3083,BLM REA YKL 2011 CL N AlaskaSnowDayFraction April A2,"BLM REA YKL 2011 CL L AlaskaSnowDayFraction April A2
BLM REA YKL 2011 CL C AlaskaSnowDayFraction April A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction2050s April A2
BLM REA YKL 2011 CL N AlaskaSnowDayFraction March A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction March A2"
3084,BLM OR Hydrography 17050106 Waterbodies Polygon,"BLM OR Hydrography 17050107 Waterbodies Polygon
BLM OR Hydrography 17050105 Waterbodies Polygon
BLM OR Hydrography 17050108 Waterbodies Polygon
BLM OR Hydrography 17050109 Waterbodies Polygon
BLM OR Hydrography 17050103 Waterbodies Polygon"
3085,BLM OR Hydrography 17070301 Polygon,"BLM OR Hydrography 17070201 Polygon
BLM OR Hydrography 17070302 Polygon
BLM OR Hydrography 17070303 Polygon
BLM OR Hydrography 17050201 Polygon
BLM OR Hydrography 17070203 Polygon"
3086,BLM REA CYR 2013 Long-term Future (2060s) Cliomes,"BLM REA CYR 2013 Long-Term Future (2060s) Cumulative Impacts
BLM REA CYR 2013 Long-Term Future (2060s) Cumulative Impacts Abiotic
BLM REA CYR 2013 Long-term Future (2060s) Date Of Thaw
BLM REA CYR 2013 Long-Term Future (2060s) Anthropogenic Cumulative Impacts
BLM REA CYR 2013 Long-Term Future (2060) Landscape Condition"
3087,BLM REA NWP 2011 Golden Eagle Analysis Model Outputs Distance to Trans Lines,"BLM REA MIR 2011 Golden Eagle Analysis Distance to Trans Lines Model Outputs (Masked)
BLM REA MIR 2011 Golden Eagle WYNDD Distribution Model
BLM REA NWP 2011 Golden Eagle Analysis Model Outputs Road Density
BLM REA MIR 2011 Golden Eagle Analysis Road Density Model Outputs (Masked)
BLM REA NWP 2011 Northern Redbelly Dace x Finescale Dace Predicted Probability of Occurrence Model"
3088,BLM REA CYR 2013 Change in Total December-January-February Precipitation from 2010s to 2060s,"BLM REA CYR 2013 Current (2010s) Total December-January-February Precipitation
BLM REA CYR 2013 Change in Total Annual Precipitation from 2010s to 2060s
BLM REA CYR 2013 Change in Mean January Temperature from 2010s to 2060s
BLM REA CYR 2013 Long-term Future (2060s) Total December-January-February Precipitation
BLM REA CYR 2013 Current (2010s) Mean December-January-February Temperature"
3089,BLM OR Hydrography 17050107 Flowlines Lines,"BLM OR Hydrography 17050108 Flowlines Lines
BLM OR Hydrography 17050106 Flowlines Lines
BLM OR Hydrography 17050109 Flowlines Lines
BLM OR Hydrography 17050103 Flowlines Lines
BLM OR Hydrography 17050105 Flowlines Lines"
3090,BLM REA YKL 2011 CL L AlaskaDayofThaw2050s A1B,"BLM REA YKL 2011 CL L AlaskaDayofFreeze2050s A1B
BLM REA YKL 2011 CL L AlaskaWinterTotalPPT2050s A1B
BLM REA YKL 2011 CL L AlaskaMeanJanuaryTemp2050s A1B
BLM REA YKL 2011 CL L AlaskaSummerTotalPPT2050s A1B
BLM REA YKL 2011 CL L AlaskaAnnualTotalPPT2050s A1B"
3091,BLM REA CYR 2013 BLM Field Office Boundaries,"BLM REA CYR 2013 Material Sales Sites
BLM REA CYR 2013 Proposed Road to Tanana
BLM REA CYR 2013 Current Alternative Transportation
BLM REA CYR 2013 Terrestrial Coarse-Filter CEs Source Contributions
BLM REA CYR 2013 National Land Cover Database 2011"
3092,BLM REA YKL 2011 CL L AlaskaSnowDayFraction May A2,"BLM REA YKL 2011 CL C AlaskaSnowDayFraction May A2
BLM REA YKL 2011 CL N AlaskaSnowDayFraction May A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction October A2
BLM REA YKL 2011 CL L AlaskaSnowDayFraction November A2
BLM REA YKL 2011 CL N AlaskaSnowDayFraction October A2"
3093,BLM REA NWP 2011 RegCM3 May/June Temperature (1980-1999),"BLM REA MIR 2011 RegCM3 May/June Temperature (1980-1999)
BLM REA NWP 2011 RegCM3 May/June Precipitation (1980-1999)
BLM REA MIR 2011 RegCM3 May/June Precipitation (1980-1999)
BLM REA NWP 2011 RegCM3 July/August Temperature (1980-1999)
BLM REA MIR 2011 RegCM3 July/August Temperature (1980-1999)"
3094,BLM OR Administrative Units Office Historic Line,"BLM OR Administrative Units Office Historic Point
BLM OR Administrative Units Office Historic Polygon
BLM OR Administrative Units Office Point
BLM OR Administrative Unit Office Lines
BLM Administrative Unit Office Points"
3095,BLM OR Hydrography 17110010 Point,"BLM OR Hydrography 17110011 Point
BLM OR Hydrography 17110010 Flowlines Lines
BLM OR Hydrography 17050110 Point
BLM OR Hydrography 17110001 Point
BLM OR Hydrography 17110009 Point"
3096,BLM REA CYR 2013 Blue-winged Teal Potential Breeding Habitat,"BLM REA CYR 2013 Green-winged Teal Potential Breeding Habitat
BLM REA CYR 2013 White-winged Scoter Potential Breeding Habitat
BLM REA CYR 2013 Mallard Potential Breeding Habitat
BLM REA CYR 2013 Canvasback Potential Breeding Habitat
BLM REA CYR 2013 Trumpeter Swan Potential Breeding Habitat"
